candidate,role,lag,transport,correlation,n_eval,score
recipe_plus_transport,transport,4,same_federal_district,0.1583860518405211,20999,0.1583860518405211
recipe_plus_transport,transport,5,distance_band_800,0.15815539996963213,20999,0.15815539996963213
recipe_plus_transport,transport,5,same_federal_district,0.1576501514825845,20999,0.1576501514825845
recipe_plus_transport,transport,4,distance_band_800,0.1574351155095229,20999,0.1574351155095229
recipe_plus_transport,transport,3,same_federal_district,0.15688050935578035,20999,0.15688050935578035
recipe_plus_transport,transport,5,distance_inverse,0.15683009251218308,20999,0.15683009251218308
recipe_plus_transport,transport,4,distance_inverse,0.15653491783643564,20999,0.15653491783643564
recipe_plus_transport,transport,3,distance_band_800,0.15610725485321464,20999,0.15610725485321464
recipe_plus_transport,transport,6,distance_band_800,0.15552470320501044,20999,0.15552470320501044
recipe_plus_transport,transport,3,distance_inverse,0.15534571907848221,20999,0.15534571907848221
recipe_plus_transport,transport,6,distance_inverse,0.1553318529822234,20999,0.1553318529822234
recipe_plus_transport,transport,2,distance_band_800,0.15527279293999016,20999,0.15527279293999016
recipe_plus_transport,transport,2,same_federal_district,0.15504027052695,20999,0.15504027052695
recipe_plus_transport,transport,6,same_federal_district,0.15486809201648297,20999,0.15486809201648297
recipe_plus_transport,transport,2,distance_inverse,0.1544930769374503,20999,0.1544930769374503
recipe_plus_transport,transport,1,distance_inverse,0.15346289958767667,20999,0.15346289958767667
recipe_plus_transport,transport,1,same_federal_district,0.15169426666051863,20999,0.15169426666051863
recipe_plus_transport,transport,1,distance_band_800,0.1515522235618224,20999,0.1515522235618224
body_ipc_food_no_alcohol,body,0,,0.11729377055117891,20999,0.11729377055117891
body_ipc_nonfood_broad,body,0,,0.10028431597429513,20999,0.10028431597429513
body_ipc_food_ex_veg_pot_fruit,body,0,,0.09967177598466849,20914,0.09967177598466849
body_ipc_nonfood_broad,body,1,,0.060272189699643555,20914,0.060272189699643555
body_ipc_nonfood_broad,body,5,,0.04471927664133909,20574,0.04471927664133909
body_ipc_nonfood_broad,body,2,,0.04248337603446329,20829,0.04248337603446329
body_ipc_nonfood_broad,body,3,,0.040349342816093786,20744,0.040349342816093786
body_ipc_nonfood_broad,body,4,,0.04010300946437285,20659,0.04010300946437285
body_ipc_food_no_alcohol,body,1,,-0.037386438342911874,20914,0.037386438342911874
body_ipc_food_ex_veg_pot_fruit,body,1,,0.036128111508778406,20829,0.036128111508778406
body_ipc_food_no_alcohol,body,6,,-0.034929839167680804,20489,0.034929839167680804
body_ipc_food_ex_veg_pot_fruit,body,5,,0.03492489929374734,20489,0.03492489929374734
body_ipc_gasoline,body,0,,0.030861796224703496,20999,0.030861796224703496
body_ipc_nonfood_broad,body,6,,0.0307045996997558,20489,0.0307045996997558
body_ipc_services_broad,body,3,,-0.0293887312505143,20659,0.0293887312505143
body_ipc_food_ex_veg_pot_fruit,body,2,,0.02810882597577587,20744,0.02810882597577587
body_ipc_food_no_alcohol,body,4,,-0.026564210386223426,20659,0.026564210386223426
body_ipc_services_broad,body,2,,-0.025683197337596164,20744,0.025683197337596164
body_ipc_passenger_transport,body,3,,-0.024555351260530694,20744,0.024555351260530694
body_ipc_motor_fuel,body,0,,0.02333625025659727,17039,0.02333625025659727
body_ipc_food_no_alcohol,body,3,,-0.022489577631482703,20744,0.022489577631482703
body_ipc_food_no_alcohol,body,2,,-0.02229575308720123,20829,0.02229575308720123
body_ipc_food_ex_veg_pot_fruit,body,4,,0.02153176617035699,20574,0.02153176617035699
body_ipc_diesel,body,2,,-0.021367359617550614,16869,0.021367359617550614
body_ipc_passenger_transport,body,2,,-0.020443384501608194,20829,0.020443384501608194
body_ipc_food_no_alcohol,body,5,,-0.02041041511726479,20574,0.02041041511726479
body_ipc_passenger_transport,body,4,,-0.01873934099006542,20659,0.01873934099006542
body_ipc_diesel,body,0,,0.018275908527778332,17039,0.018275908527778332
body_ipc_services_broad,body,4,,-0.017411343707435356,20574,0.017411343707435356
body_ipc_services_broad,body,1,,-0.015440477157887189,20829,0.015440477157887189
body_ipc_passenger_transport,body,1,,-0.014462641171886913,20914,0.014462641171886913
body_ipc_diesel,body,6,,0.013149748541645594,16529,0.013149748541645594
body_ipc_motor_fuel,body,1,,0.012677799022001012,16954,0.012677799022001012
