candidate,role,lag,transport,correlation,n_eval,score
recipe_plus_transport,transport,5,distance_inverse,0.19874425333404427,20492,0.19874425333404427
recipe_plus_transport,transport,6,distance_inverse,0.19866866313636994,20492,0.19866866313636994
recipe_plus_transport,transport,1,distance_inverse,0.1982333359091095,20492,0.1982333359091095
body_ipc_food_no_alcohol,body,6,,0.19811674521761596,19979,0.19811674521761596
recipe_plus_transport,transport,5,same_federal_district,0.19779738974898062,20492,0.19779738974898062
recipe_plus_transport,transport,4,distance_inverse,0.19680942122930697,20492,0.19680942122930697
recipe_plus_transport,transport,5,distance_band_800,0.19651571872404908,20492,0.19651571872404908
recipe_plus_transport,transport,6,distance_band_800,0.19552613051251125,20492,0.19552613051251125
recipe_plus_transport,transport,6,same_federal_district,0.1954578490218397,20492,0.1954578490218397
recipe_plus_transport,transport,3,distance_inverse,0.19510181927301948,20492,0.19510181927301948
recipe_plus_transport,transport,4,distance_band_800,0.19495508547528326,20492,0.19495508547528326
recipe_plus_transport,transport,2,distance_inverse,0.19492702218981614,20492,0.19492702218981614
recipe_plus_transport,transport,1,distance_band_800,0.194514812215329,20492,0.194514812215329
recipe_plus_transport,transport,4,same_federal_district,0.19437392321925331,20492,0.19437392321925331
recipe_plus_transport,transport,1,same_federal_district,0.1935356645354964,20492,0.1935356645354964
recipe_plus_transport,transport,3,distance_band_800,0.19204625048882137,20492,0.19204625048882137
recipe_plus_transport,transport,3,same_federal_district,0.19103257687178715,20492,0.19103257687178715
recipe_plus_transport,transport,2,distance_band_800,0.18957908986282332,20492,0.18957908986282332
recipe_plus_transport,transport,2,same_federal_district,0.1879683246617261,20492,0.1879683246617261
body_ipc_food_no_alcohol,body,5,,0.09162999068674327,20064,0.09162999068674327
body_ipc_food_ex_veg_pot_fruit,body,6,,0.06625336017574569,20064,0.06625336017574569
body_ipc_food_no_alcohol,body,1,,-0.054770101020368465,20404,0.054770101020368465
body_ipc_food_no_alcohol,body,2,,-0.05084172066941958,20319,0.05084172066941958
body_ipc_food_ex_veg_pot_fruit,body,0,,0.033051409162893376,20574,0.033051409162893376
body_ipc_food_no_alcohol,body,0,,-0.027603832335742217,20489,0.027603832335742217
body_ipc_motor_fuel,body,4,,-0.026655210277541377,16189,0.026655210277541377
body_ipc_food_no_alcohol,body,3,,-0.026380333232277703,20234,0.026380333232277703
body_ipc_food_ex_veg_pot_fruit,body,3,,-0.025856735009768986,20319,0.025856735009768986
body_ipc_food_ex_veg_pot_fruit,body,2,,-0.022589940818780078,20404,0.022589940818780078
body_ipc_nonfood_broad,body,6,,0.021804582717875647,19979,0.021804582717875647
body_ipc_food_ex_veg_pot_fruit,body,4,,-0.020053000336901446,20234,0.020053000336901446
body_ipc_food_no_alcohol,body,4,,-0.019616302124389137,20149,0.019616302124389137
body_ipc_rail_transport,body,6,,-0.018970115127180442,18650,0.018970115127180442
body_ipc_nonfood_broad,body,3,,0.018397533650135838,20234,0.018397533650135838
body_ipc_nonfood_broad,body,0,,0.01784450190505834,20489,0.01784450190505834
body_ipc_nonfood_broad,body,2,,0.016292886915887386,20319,0.016292886915887386
body_ipc_food_ex_veg_pot_fruit,body,1,,-0.016216082851581437,20489,0.016216082851581437
body_ipc_rail_transport,body,3,,0.015947000122155105,18893,0.015947000122155105
body_ipc_diesel,body,1,,0.014953898169890392,16529,0.014953898169890392
body_ipc_diesel,body,2,,0.014752689322610039,16444,0.014752689322610039
body_ipc_motor_fuel,body,1,,0.013714436514885893,16444,0.013714436514885893
body_ipc_nonfood_broad,body,4,,0.013453123631689322,20149,0.013453123631689322
body_ipc_motor_fuel,body,0,,0.013333632839755648,16529,0.013333632839755648
body_ipc_passenger_transport,body,2,,0.013203569683311128,20404,0.013203569683311128
body_ipc_food_ex_veg_pot_fruit,body,5,,0.01245503964656244,20149,0.01245503964656244
body_ipc_rail_transport,body,5,,-0.01216556266367586,18731,0.01216556266367586
body_ipc_rail_transport,body,2,,0.011889361698610112,18974,0.011889361698610112
body_ipc_services_broad,body,1,,0.011479384296470144,20404,0.011479384296470144
body_ipc_passenger_transport,body,1,,0.01140805155007842,20489,0.01140805155007842
body_ipc_motor_fuel,body,2,,0.009913574310528457,16359,0.009913574310528457
body_ipc_services_broad,body,3,,-0.00882955738569215,20234,0.00882955738569215
body_ipc_gasoline,body,4,,-0.008441983055411764,20234,0.008441983055411764
body_ipc_gasoline,body,6,,-0.008394180761908886,20064,0.008394180761908886
body_ipc_motor_fuel,body,6,,-0.008144383490708097,16019,0.008144383490708097
body_ipc_diesel,body,0,,0.008018171843005928,16614,0.008018171843005928
body_ipc_rail_transport,body,1,,0.007797135929368611,19055,0.007797135929368611
body_ipc_diesel,body,4,,-0.007092017582580608,16274,0.007092017582580608
body_ipc_nonfood_broad,body,1,,0.006774253820692073,20404,0.006774253820692073
body_ipc_services_broad,body,6,,-0.005501702888316101,19979,0.005501702888316101
body_ipc_gasoline,body,0,,0.005251854741206174,20574,0.005251854741206174
body_ipc_diesel,body,6,,-0.005052383082489416,16104,0.005052383082489416
body_ipc_nonfood_broad,body,5,,0.004964722913435007,20064,0.004964722913435007
body_ipc_passenger_transport,body,3,,-0.004778066496881883,20319,0.004778066496881883
body_ipc_rail_transport,body,4,,-0.004733200065461827,18812,0.004733200065461827
body_ipc_services_broad,body,0,,0.004322352150122548,20489,0.004322352150122548
body_ipc_rail_transport,body,0,,0.003944527108202553,19136,0.003944527108202553
body_ipc_motor_fuel,body,3,,0.003388807281551021,16274,0.003388807281551021
body_ipc_gasoline,body,2,,-0.003270749723753925,20404,0.003270749723753925
body_ipc_passenger_transport,body,6,,-0.0031828887848428166,20064,0.0031828887848428166
