candidate,role,lag,transport,correlation,n_eval,score
recipe_plus_transport,transport,2,same_federal_district,0.09558866789155657,20914,0.09558866789155657
recipe_plus_transport,transport,6,distance_band_800,0.09467269986619567,20914,0.09467269986619567
recipe_plus_transport,transport,1,same_federal_district,0.09427708496263573,20914,0.09427708496263573
recipe_plus_transport,transport,6,same_federal_district,0.0941959263668047,20914,0.0941959263668047
recipe_plus_transport,transport,2,distance_band_800,0.09367010716949425,20914,0.09367010716949425
recipe_plus_transport,transport,6,distance_inverse,0.09266271377124799,20914,0.09266271377124799
recipe_plus_transport,transport,2,distance_inverse,0.09221852347057338,20914,0.09221852347057338
recipe_plus_transport,transport,5,distance_band_800,0.09221712647445288,20914,0.09221712647445288
recipe_plus_transport,transport,1,distance_band_800,0.09221047834632659,20914,0.09221047834632659
recipe_plus_transport,transport,3,same_federal_district,0.09177220814985532,20914,0.09177220814985532
recipe_plus_transport,transport,3,distance_band_800,0.09148913334151143,20914,0.09148913334151143
recipe_plus_transport,transport,1,distance_inverse,0.0913813913631561,20914,0.0913813913631561
recipe_plus_transport,transport,5,same_federal_district,0.0912784666670112,20914,0.0912784666670112
recipe_plus_transport,transport,3,distance_inverse,0.09092223844488216,20914,0.09092223844488216
recipe_plus_transport,transport,5,distance_inverse,0.09088991757355619,20914,0.09088991757355619
recipe_plus_transport,transport,4,distance_inverse,0.0892649432668745,20914,0.0892649432668745
recipe_plus_transport,transport,4,same_federal_district,0.08751444410056214,20914,0.08751444410056214
recipe_plus_transport,transport,4,distance_band_800,0.0874283585318368,20914,0.0874283585318368
body_ipc_nonfood_broad,body,0,,0.060272189699643555,20914,0.060272189699643555
body_ipc_food_no_alcohol,body,6,,-0.04484243164532722,20404,0.04484243164532722
body_ipc_nonfood_broad,body,4,,0.04471927664133909,20574,0.04471927664133909
body_ipc_nonfood_broad,body,1,,0.04248337603446329,20829,0.04248337603446329
body_ipc_nonfood_broad,body,2,,0.040349342816093786,20744,0.040349342816093786
body_ipc_nonfood_broad,body,3,,0.04010300946437285,20659,0.04010300946437285
body_ipc_food_no_alcohol,body,0,,-0.037386438342911874,20914,0.037386438342911874
