candidate,role,lag,transport,correlation,n_eval,score
recipe_plus_transport,transport,1,same_federal_district,0.049742453721683316,20574,0.049742453721683316
recipe_plus_transport,transport,1,distance_band_800,0.04935064802856473,20574,0.04935064802856473
recipe_plus_transport,transport,1,distance_inverse,0.048420431580132574,20574,0.048420431580132574
recipe_plus_transport,transport,3,same_federal_district,0.04815485055205893,20574,0.04815485055205893
recipe_plus_transport,transport,3,distance_band_800,0.04810489978955273,20574,0.04810489978955273
recipe_plus_transport,transport,2,same_federal_district,0.04780692461879971,20574,0.04780692461879971
recipe_plus_transport,transport,2,distance_inverse,0.047769351825992235,20574,0.047769351825992235
recipe_plus_transport,transport,3,distance_inverse,0.04748242279777069,20574,0.04748242279777069
recipe_plus_transport,transport,4,distance_band_800,0.04738647791103131,20574,0.04738647791103131
recipe_plus_transport,transport,2,distance_band_800,0.04731530436626982,20574,0.04731530436626982
recipe_plus_transport,transport,4,distance_inverse,0.04686536523910794,20574,0.04686536523910794
recipe_plus_transport,transport,6,distance_inverse,0.04670612088396207,20574,0.04670612088396207
recipe_plus_transport,transport,6,distance_band_800,0.046614329076043425,20574,0.046614329076043425
recipe_plus_transport,transport,4,same_federal_district,0.04655895879240349,20574,0.04655895879240349
recipe_plus_transport,transport,6,same_federal_district,0.04617140560253204,20574,0.04617140560253204
recipe_plus_transport,transport,5,distance_band_800,0.0460871043798325,20574,0.0460871043798325
recipe_plus_transport,transport,5,distance_inverse,0.04606323031594553,20574,0.04606323031594553
recipe_plus_transport,transport,5,same_federal_district,0.04482773577036959,20574,0.04482773577036959
body_ipc_motor_fuel,body,6,,0.02533635162042174,16104,0.02533635162042174
body_ipc_diesel,body,4,,0.02413505043111393,16274,0.02413505043111393
body_ipc_food_ex_veg_pot_fruit,body,1,,0.022778405531097435,20404,0.022778405531097435
body_ipc_food_ex_veg_pot_fruit,body,0,,0.02258544001133842,20489,0.02258544001133842
body_ipc_food_no_alcohol,body,5,,0.022122301628074766,20149,0.022122301628074766
body_ipc_motor_fuel,body,0,,-0.021960498200175226,16614,0.021960498200175226
body_ipc_food_ex_veg_pot_fruit,body,6,,0.021178255807605375,19979,0.021178255807605375
body_ipc_gasoline,body,6,,0.02108534124300884,20064,0.02108534124300884
body_ipc_gasoline,body,2,,-0.02058948106750975,20404,0.02058948106750975
body_ipc_food_no_alcohol,body,6,,0.0196515040120347,20064,0.0196515040120347
body_ipc_food_no_alcohol,body,1,,0.019276804450136506,20489,0.019276804450136506
body_ipc_motor_fuel,body,1,,-0.01740901771818127,16529,0.01740901771818127
body_ipc_diesel,body,6,,0.017236471956445898,16104,0.017236471956445898
body_ipc_motor_fuel,body,2,,-0.01677096881847707,16444,0.01677096881847707
body_ipc_motor_fuel,body,3,,-0.015881318663836685,16359,0.015881318663836685
body_ipc_diesel,body,5,,0.013871200212808316,16189,0.013871200212808316
body_ipc_services_broad,body,5,,-0.012706550170404528,20064,0.012706550170404528
body_ipc_food_ex_veg_pot_fruit,body,3,,0.012440139210041671,20234,0.012440139210041671
body_ipc_gasoline,body,1,,-0.012283213396817119,20489,0.012283213396817119
body_ipc_passenger_transport,body,4,,-0.011809778889043002,20234,0.011809778889043002
body_ipc_diesel,body,0,,-0.011566194891944341,16614,0.011566194891944341
body_ipc_passenger_transport,body,1,,-0.011489282509986088,20489,0.011489282509986088
body_ipc_gasoline,body,0,,-0.011335604869483103,20574,0.011335604869483103
body_ipc_gasoline,body,3,,-0.01119807511012271,20319,0.01119807511012271
body_ipc_gasoline,body,5,,0.010334631974584209,20149,0.010334631974584209
body_ipc_services_broad,body,3,,0.010069976053654704,20234,0.010069976053654704
body_ipc_food_ex_veg_pot_fruit,body,2,,0.00986163955327432,20319,0.00986163955327432
body_ipc_gasoline,body,4,,0.009385232505317788,20234,0.009385232505317788
body_ipc_services_broad,body,6,,0.00892690881331764,19979,0.00892690881331764
body_ipc_food_no_alcohol,body,0,,0.00852451682279924,20574,0.00852451682279924
body_ipc_food_ex_veg_pot_fruit,body,5,,0.008500523267720788,20064,0.008500523267720788
body_ipc_motor_fuel,body,4,,0.008275527479957221,16274,0.008275527479957221
body_ipc_rail_transport,body,3,,-0.008208635863327192,18893,0.008208635863327192
body_ipc_motor_fuel,body,5,,0.008205853082161919,16189,0.008205853082161919
body_ipc_rail_transport,body,0,,-0.007794193521346981,19136,0.007794193521346981
body_ipc_food_no_alcohol,body,4,,0.007599772234404495,20234,0.007599772234404495
