label_0,label_1,label_2,period_label,period,value
Рязанская область,15-72 лет,процент,II квартал,2012-Q2,4.5
Рязанская область,15-72 лет,процент,III квартал,2012-Q3,3.9
Рязанская область,15-72 лет,процент,IV квартал,2012-Q4,4.3
Рязанская область,15-72 лет,процент,значение показателя за год,2012,4.6
Смоленская область,15-72 лет,процент,значение показателя за год,2000,12.3
Смоленская область,15-72 лет,процент,значение показателя за год,2001,9.9
Смоленская область,15-72 лет,процент,значение показателя за год,2002,11.1
Смоленская область,15-72 лет,процент,значение показателя за год,2003,10.8
Смоленская область,15-72 лет,процент,значение показателя за год,2004,9.1
Смоленская область,15-72 лет,процент,значение показателя за год,2005,7.7
Смоленская область,15-72 лет,процент,значение показателя за год,2006,8.1
Смоленская область,15-72 лет,процент,значение показателя за год,2007,6.7
Смоленская область,15-72 лет,процент,значение показателя за год,2008,7.0
Смоленская область,15-72 лет,процент,значение показателя за год,2009,7.8
Смоленская область,15-72 лет,процент,I квартал,2010-Q1,7.9
Смоленская область,15-72 лет,процент,II квартал,2010-Q2,8.3
Смоленская область,15-72 лет,процент,III квартал,2010-Q3,8.4
Смоленская область,15-72 лет,процент,IV квартал,2010-Q4,5.2
Смоленская область,15-72 лет,процент,значение показателя за год,2010,7.4
Смоленская область,15-72 лет,процент,I квартал,2011-Q1,7.7
Смоленская область,15-72 лет,процент,II квартал,2011-Q2,9.0
Смоленская область,15-72 лет,процент,III квартал,2011-Q3,8.4
Смоленская область,15-72 лет,процент,IV квартал,2011-Q4,5.4
Смоленская область,15-72 лет,процент,значение показателя за год,2011,7.6
Смоленская область,15-72 лет,процент,I квартал,2012-Q1,7.5
Смоленская область,15-72 лет,процент,II квартал,2012-Q2,6.2
Смоленская область,15-72 лет,процент,III квартал,2012-Q3,6.3
Смоленская область,15-72 лет,процент,IV квартал,2012-Q4,2.7
Смоленская область,15-72 лет,процент,значение показателя за год,2012,5.7
Тамбовская область,15-72 лет,процент,значение показателя за год,2000,8.3
Тамбовская область,15-72 лет,процент,значение показателя за год,2001,12.0
Тамбовская область,15-72 лет,процент,значение показателя за год,2002,9.5
Тамбовская область,15-72 лет,процент,значение показателя за год,2003,9.1
Тамбовская область,15-72 лет,процент,значение показателя за год,2004,9.5
Тамбовская область,15-72 лет,процент,значение показателя за год,2005,8.6
Тамбовская область,15-72 лет,процент,значение показателя за год,2006,8.7
Тамбовская область,15-72 лет,процент,значение показателя за год,2007,9.2
Тамбовская область,15-72 лет,процент,значение показателя за год,2008,9.1
Тамбовская область,15-72 лет,процент,значение показателя за год,2009,9.1
Тамбовская область,15-72 лет,процент,I квартал,2010-Q1,9.1
Тамбовская область,15-72 лет,процент,II квартал,2010-Q2,8.3
Тамбовская область,15-72 лет,процент,III квартал,2010-Q3,6.7
Тамбовская область,15-72 лет,процент,IV квартал,2010-Q4,7.3
Тамбовская область,15-72 лет,процент,значение показателя за год,2010,7.8
Тамбовская область,15-72 лет,процент,I квартал,2011-Q1,7.3
Тамбовская область,15-72 лет,процент,II квартал,2011-Q2,6.6
Тамбовская область,15-72 лет,процент,III квартал,2011-Q3,6.3
Тамбовская область,15-72 лет,процент,IV квартал,2011-Q4,6.2
Тамбовская область,15-72 лет,процент,значение показателя за год,2011,6.6
Тамбовская область,15-72 лет,процент,I квартал,2012-Q1,5.9
Тамбовская область,15-72 лет,процент,II квартал,2012-Q2,4.8
Тамбовская область,15-72 лет,процент,III квартал,2012-Q3,4.1
Тамбовская область,15-72 лет,процент,IV квартал,2012-Q4,4.6
Тамбовская область,15-72 лет,процент,значение показателя за год,2012,4.9
Тверская область,15-72 лет,процент,значение показателя за год,2000,9.1
Тверская область,15-72 лет,процент,значение показателя за год,2001,7.5
Тверская область,15-72 лет,процент,значение показателя за год,2002,4.7
Тверская область,15-72 лет,процент,значение показателя за год,2003,6.6
Тверская область,15-72 лет,процент,значение показателя за год,2004,5.4
Тверская область,15-72 лет,процент,значение показателя за год,2005,5.8
Тверская область,15-72 лет,процент,значение показателя за год,2006,4.5
Тверская область,15-72 лет,процент,значение показателя за год,2007,4.1
