label_0,label_1,label_2,period_label,period,value
Московская область,рубль,значение показателя за год,,2015,38172.0
Московская область,рубль,значение показателя за год,,2016,38830.0
Московская область,рубль,значение показателя за год,,2017,41921.0
Московская область,рубль,значение показателя за год,,2018,45377.0
Московская область,рубль,значение показателя за год,,2019,46417.0
Московская область,рубль,значение показателя за год,,2020,47677.0
Московская область,рубль,значение показателя за год,,2021,51548.0
Московская область,рубль,значение показателя за год,,2022,55676.0
Московская область,рубль,значение показателя за год,,2023,62145.0
Орловская область,рубль,значение показателя за год,,2015,19876.0
Орловская область,рубль,значение показателя за год,,2016,20968.0
Орловская область,рубль,значение показателя за год,,2017,22350.0
Орловская область,рубль,значение показателя за год,,2018,24632.0
Орловская область,рубль,значение показателя за год,,2019,26080.0
Орловская область,рубль,значение показателя за год,,2020,27701.0
Орловская область,рубль,значение показателя за год,,2021,30495.0
Орловская область,рубль,значение показателя за год,,2022,33815.0
Орловская область,рубль,значение показателя за год,,2023,39070.0
Рязанская область,рубль,значение показателя за год,,2015,23015.0
Рязанская область,рубль,значение показателя за год,,2016,23797.0
Рязанская область,рубль,значение показателя за год,,2017,25146.0
Рязанская область,рубль,значение показателя за год,,2018,27800.0
Рязанская область,рубль,значение показателя за год,,2019,29054.0
Рязанская область,рубль,значение показателя за год,,2020,30927.0
Рязанская область,рубль,значение показателя за год,,2021,33796.0
Рязанская область,рубль,значение показателя за год,,2022,37158.0
Рязанская область,рубль,значение показателя за год,,2023,42608.0
Смоленская область,рубль,значение показателя за год,,2015,21065.0
Смоленская область,рубль,значение показателя за год,,2016,22543.0
Смоленская область,рубль,значение показателя за год,,2017,23400.0
Смоленская область,рубль,значение показателя за год,,2018,26094.0
Смоленская область,рубль,значение показателя за год,,2019,27425.0
Смоленская область,рубль,значение показателя за год,,2020,28253.0
Смоленская область,рубль,значение показателя за год,,2021,30893.0
Смоленская область,рубль,значение показателя за год,,2022,33432.0
Смоленская область,рубль,значение показателя за год,,2023,39052.0
Тамбовская область,рубль,значение показателя за год,,2015,20572.0
Тамбовская область,рубль,значение показателя за год,,2016,20908.0
Тамбовская область,рубль,значение показателя за год,,2017,22083.0
Тамбовская область,рубль,значение показателя за год,,2018,23795.0
Тамбовская область,рубль,значение показателя за год,,2019,24714.0
Тамбовская область,рубль,значение показателя за год,,2020,26359.0
Тамбовская область,рубль,значение показателя за год,,2021,28754.0
Тамбовская область,рубль,значение показателя за год,,2022,31308.0
Тамбовская область,рубль,значение показателя за год,,2023,35864.0
Тверская область,рубль,значение показателя за год,,2015,22111.0
Тверская область,рубль,значение показателя за год,,2016,22665.0
Тверская область,рубль,значение показателя за год,,2017,23806.0
Тверская область,рубль,значение показателя за год,,2018,26756.0
Тверская область,рубль,значение показателя за год,,2019,27979.0
Тверская область,рубль,значение показателя за год,,2020,30163.0
Тверская область,рубль,значение показателя за год,,2021,33267.0
Тверская область,рубль,значение показателя за год,,2022,37220.0
Тверская область,рубль,значение показателя за год,,2023,43243.0
Тульская область,рубль,значение показателя за год,,2015,24013.0
Тульская область,рубль,значение показателя за год,,2016,25678.0
Тульская область,рубль,значение показателя за год,,2017,27465.0
Тульская область,рубль,значение показателя за год,,2018,29770.0
Тульская область,рубль,значение показателя за год,,2019,31469.0
Тульская область,рубль,значение показателя за год,,2020,33453.0
Тульская область,рубль,значение показателя за год,,2021,36298.0
Тульская область,рубль,значение показателя за год,,2022,40321.0
Тульская область,рубль,значение показателя за год,,2023,47193.0
Ярославская область,рубль,значение показателя за год,,2015,24473.0
Ярославская область,рубль,значение показателя за год,,2016,25147.0
Ярославская область,рубль,значение показателя за год,,2017,26883.0
Ярославская область,рубль,значение показателя за год,,2018,29166.0
Ярославская область,рубль,значение показателя за год,,2019,30863.0
Ярославская область,рубль,значение показателя за год,,2020,32023.0
Ярославская область,рубль,значение показателя за год,,2021,34623.0
Ярославская область,рубль,значение показателя за год,,2022,38812.0
Ярославская область,рубль,значение показателя за год,,2023,44907.0
Город Москва столица Российской Федерации город федерального значения,рубль,значение показателя за год,,2015,57971.0
Город Москва столица Российской Федерации город федерального значения,рубль,значение показателя за год,,2016,59823.0
Город Москва столица Российской Федерации город федерального значения,рубль,значение показателя за год,,2017,62186.0
Город Москва столица Российской Федерации город федерального значения,рубль,значение показателя за год,,2018,68176.0
Город Москва столица Российской Федерации город федерального значения,рубль,значение показателя за год,,2019,72331.0
Город Москва столица Российской Федерации город федерального значения,рубль,значение показателя за год,,2020,76501.0
Город Москва столица Российской Федерации город федерального значения,рубль,значение показателя за год,,2021,82185.0
Город Москва столица Российской Федерации город федерального значения,рубль,значение показателя за год,,2022,90870.0
Город Москва столица Российской Федерации город федерального значения,рубль,значение показателя за год,,2023,99029.0
Северо-Западный федеральный округ,рубль,значение показателя за год,,2015,34153.0
Северо-Западный федеральный округ,рубль,значение показателя за год,,2016,36095.0
Северо-Западный федеральный округ,рубль,значение показателя за год,,2017,39283.0
