region,period,value_mln_rub
Свердловская область,1995,5428.1
Свердловская область,1996,6915.3
Свердловская область,1997,7358.9
Свердловская область,1998,7372.5
Свердловская область,1999,14262.9
Свердловская область,2000,15492.7
Свердловская область,2001,19636.7
Свердловская область,2002,20463.4
Свердловская область,2003,21870.4
Свердловская область,2004,24303.0
Свердловская область,2005,27395.5
Свердловская область,2006,30393.2
Свердловская область,2007,30851.6
Свердловская область,2008,40261.5
Свердловская область,2009,43314.6
Свердловская область,2010,44463.6
Свердловская область,2011,56586.6
Свердловская область,2012,51373.7
Свердловская область,2013,58576.2
Свердловская область,2014,65685.9
Свердловская область,2015,75604.8
Свердловская область,2016,74606.5
Свердловская область,2017,79133.6
Свердловская область,2018,84959.6
Свердловская область,2019,92017.8
Свердловская область,2020,93615.9
Свердловская область,2021,101837.2
Свердловская область,2022,115305.0
Свердловская область,2023,114283.1
Свердловская область,2024,132938.7
Смоленская область,1991,2.7
Смоленская область,1992,23.8
Смоленская область,1993,223.0
Смоленская область,1994,857.9
Смоленская область,1995,2348.6
Смоленская область,1996,3007.8
Смоленская область,1997,2795.7
Смоленская область,1998,2993.6
Смоленская область,1999,4913.0
Смоленская область,2000,5535.7
Смоленская область,2001,6910.3
Смоленская область,2002,7035.0
Смоленская область,2003,7803.8
Смоленская область,2004,8921.4
Смоленская область,2005,9454.9
Смоленская область,2006,9548.1
Смоленская область,2007,10525.8
Смоленская область,2008,12338.1
Смоленская область,2009,12345.4
Смоленская область,2010,13320.0
Смоленская область,2011,16953.5
Смоленская область,2012,16726.6
Смоленская область,2013,18061.5
Смоленская область,2014,19272.4
Смоленская область,2015,21007.2
Смоленская область,2016,21248.9
Смоленская область,2017,22820.7
Смоленская область,2018,24146.8
Смоленская область,2019,26740.6
Смоленская область,2020,26772.8
Смоленская область,2021,28615.7
Смоленская область,2022,33090.2
Смоленская область,2023,34090.4
Смоленская область,2024,39153.2
Ставропольский край,1991,7.7
Ставропольский край,1992,83.6
Ставропольский край,1993,564.3
Ставропольский край,1994,1656.1
Ставропольский край,1995,5152.0
Ставропольский край,1996,7258.3
Ставропольский край,1997,8654.5
Ставропольский край,1998,9829.7
Ставропольский край,1999,13951.2
Ставропольский край,2000,19387.3
Ставропольский край,2001,24497.2
Ставропольский край,2002,26619.0
Ставропольский край,2003,30767.9
Ставропольский край,2004,41495.6
Ставропольский край,2005,44513.4
Ставропольский край,2006,50595.8
Ставропольский край,2007,66951.7
Ставропольский край,2008,75108.9
Ставропольский край,2009,66157.2
Ставропольский край,2010,80800.7
Ставропольский край,2011,99549.4
Ставропольский край,2012,97287.5
Ставропольский край,2013,116220.8
Ставропольский край,2014,142016.3
Ставропольский край,2015,178840.3
Ставропольский край,2016,198562.9
Ставропольский край,2017,187181.7
Ставропольский край,2018,195858.0
Ставропольский край,2019,196803.2
Ставропольский край,2020,183472.0
Ставропольский край,2021,286749.4
Ставропольский край,2022,278434.8
Ставропольский край,2023,287879.5
Ставропольский край,2024,297933.4
Тамбовская область,1991,3.5
Тамбовская область,1992,43.5
Тамбовская область,1993,330.4
Тамбовская область,1994,933.8
Тамбовская область,1995,2880.6
Тамбовская область,1996,3398.0
Тамбовская область,1997,3574.7
Тамбовская область,1998,3986.9
Тамбовская область,1999,7314.8
Тамбовская область,2000,8797.9
Тамбовская область,2001,12531.3
Тамбовская область,2002,13181.4
Тамбовская область,2003,15706.0
Тамбовская область,2004,16278.0
Тамбовская область,2005,18450.4
Тамбовская область,2006,21314.5
Тамбовская область,2007,26279.3
Тамбовская область,2008,32915.4
Тамбовская область,2009,34644.4
Тамбовская область,2010,33819.2
Тамбовская область,2011,48285.6
Тамбовская область,2012,55534.1
Тамбовская область,2013,66552.5
Тамбовская область,2014,87298.7
Тамбовская область,2015,118711.5
Тамбовская область,2016,108896.2
Тамбовская область,2017,111331.8
Тамбовская область,2018,127308.0
Тамбовская область,2019,136207.2
Тамбовская область,2020,170809.2
Тамбовская область,2021,212104.1
Тамбовская область,2022,208853.8
Тамбовская область,2023,204061.8
Тамбовская область,2024,222101.5
Тверская область,1991,4.4
Тверская область,1992,29.2
Тверская область,1993,238.0
Тверская область,1994,920.3
Тверская область,1995,2709.1
Тверская область,1996,4056.4
Тверская область,1997,3568.0
Тверская область,1998,3863.9
Тверская область,1999,7046.2
Тверская область,2000,8069.6
Тверская область,2001,9717.2
Тверская область,2002,9792.0
Тверская область,2003,9419.5
Тверская область,2004,9564.1
Тверская область,2005,10155.4
Тверская область,2006,11350.9
Тверская область,2007,12282.2
Тверская область,2008,15475.3
Тверская область,2009,16234.8
Тверская область,2010,17344.2
Тверская область,2011,22720.0
Тверская область,2012,20898.6
Тверская область,2013,21201.7
Тверская область,2014,22855.0
Тверская область,2015,30420.7
Тверская область,2016,32881.1
Тверская область,2017,34890.8
Тверская область,2018,38926.9
Тверская область,2019,40384.4
Тверская область,2020,39481.0
Тверская область,2021,46500.8
Тверская область,2022,55201.8
Тверская область,2023,60794.6
Тверская область,2024,69949.0
Томская область,1991,1.9
Томская область,1992,17.0
Томская область,1993,197.1
Томская область,1994,589.0
Томская область,1995,1656.8
Томская область,1996,2020.2
Томская область,1997,2486.8
Томская область,1998,2522.1
Томская область,1999,3886.8
Томская область,2000,5089.6
Томская область,2001,5533.3
Томская область,2002,6074.3
Томская область,2003,7313.6
Томская область,2004,8533.1
Томская область,2005,9094.6
Томская область,2006,10236.9
Томская область,2007,11897.4
Томская область,2008,15761.0
Томская область,2009,15272.7
Томская область,2010,17285.9
Томская область,2011,18033.6
Томская область,2012,18195.5
Томская область,2013,21016.1
Томская область,2014,23244.9
Томская область,2015,26532.8
Томская область,2016,25985.3
Томская область,2017,28753.4
Томская область,2018,30727.7
Томская область,2019,30422.2
Томская область,2020,34556.0
Томская область,2021,39140.8
Томская область,2022,44347.7
Томская область,2023,41908.0
Томская область,2024,45276.4
Тульская область,1991,3.7
Тульская область,1992,36.7
Тульская область,1993,347.0
Тульская область,1994,1149.8
Тульская область,1995,3341.9
Тульская область,1996,4480.8
Тульская область,1997,3972.1
Тульская область,1998,4941.6
Тульская область,1999,8190.8
Тульская область,2000,9679.0
Тульская область,2001,11699.7
Тульская область,2002,12311.1
Тульская область,2003,13194.2
Тульская область,2004,14406.4
Тульская область,2005,15329.3
Тульская область,2006,16289.0
Тульская область,2007,21654.9
Тульская область,2008,27263.4
Тульская область,2009,26608.1
Тульская область,2010,24900.6
Тульская область,2011,28196.1
Тульская область,2012,30688.3
Тульская область,2013,32900.7
Тульская область,2014,42214.3
Тульская область,2015,51633.5
Тульская область,2016,55431.7
Тульская область,2017,57236.1
Тульская область,2018,65785.1
Тульская область,2019,80032.2
Тульская область,2020,92926.7
Тульская область,2021,108866.9
Тульская область,2022,110712.9
Тульская область,2023,109973.9
Тульская область,2024,124006.9
Тюменская область,1991,3.9
Тюменская область,1992,39.2
Тюменская область,1993,308.4
Тюменская область,1994,1144.0
Тюменская область,1995,3740.1
Тюменская область,1996,4906.1
Тюменская область,1997,4982.6
Тюменская область,1998,4850.5
Тюменская область,1999,9230.7
Тюменская область,2000,11915.5
Тюменская область,2001,15272.9
Тюменская область,2002,15535.8
Тюменская область,2003,17913.4
Тюменская область,2004,21991.1
Тюменская область,2005,24213.6
Тюменская область,2006,30660.0
Тюменская область,2007,33509.1
Тюменская область,2008,43218.8
Тюменская область,2009,45330.7
Тюменская область,2010,46654.0
Тюменская область,2011,58660.2
Тюменская область,2012,56125.2
Тюменская область,2013,58853.2
Тюменская область,2014,67110.7
Тюменская область,2015,70657.0
Тюменская область,2016,74486.2
Тюменская область,2017,76715.6
Тюменская область,2018,77792.4
Тюменская область,2019,83036.5
Тюменская область,2020,87514.0
Тюменская область,2021,98696.4
Тюменская область,2022,123348.7
Тюменская область,2023,115594.9
Тюменская область,2024,135576.6
Удмуртская Республика,1991,2.9
Удмуртская Республика,1992,36.2
Удмуртская Республика,1993,249.5
Удмуртская Республика,1994,950.7
Удмуртская Республика,1995,2500.7
Удмуртская Республика,1996,3705.7
Удмуртская Республика,1997,3677.6
Удмуртская Республика,1998,3854.6
Удмуртская Республика,1999,8654.2
Удмуртская Республика,2000,9963.2
Удмуртская Республика,2001,13182.2
Удмуртская Республика,2002,14410.0
Удмуртская Республика,2003,15000.1
Удмуртская Республика,2004,15843.9
Удмуртская Республика,2005,18660.4
Удмуртская Республика,2006,21828.5
Удмуртская Республика,2007,24426.7
Удмуртская Республика,2008,30870.4
Удмуртская Республика,2009,31473.8
Удмуртская Республика,2010,32680.1
Удмуртская Республика,2011,43607.3
Удмуртская Республика,2012,44229.9
Удмуртская Республика,2013,45513.2
Удмуртская Республика,2014,56511.6
Удмуртская Республика,2015,62291.5
Удмуртская Республика,2016,64544.0
Удмуртская Республика,2017,65292.8
Удмуртская Республика,2018,64538.5
Удмуртская Республика,2019,67705.4
Удмуртская Республика,2020,71475.6
Удмуртская Республика,2021,78918.6
Удмуртская Республика,2022,91298.4
Удмуртская Республика,2023,88695.3
Удмуртская Республика,2024,101650.3
Ульяновская область,1991,3.0
Ульяновская область,1992,33.0
Ульяновская область,1993,225.7
Ульяновская область,1994,948.8
Ульяновская область,1995,2722.6
Ульяновская область,1996,3676.7
Ульяновская область,1997,3796.6
Ульяновская область,1998,2283.7
Ульяновская область,1999,5562.3
Ульяновская область,2000,7145.7
Ульяновская область,2001,9503.0
Ульяновская область,2002,8518.0
Ульяновская область,2003,9225.5
Ульяновская область,2004,10226.5
Ульяновская область,2005,11218.5
Ульяновская область,2006,13086.8
Ульяновская область,2007,14517.1
Ульяновская область,2008,19122.8
Ульяновская область,2009,18241.1
Ульяновская область,2010,16563.1
Ульяновская область,2011,28571.3
Ульяновская область,2012,26725.1
Ульяновская область,2013,27625.3
Ульяновская область,2014,28198.2
Ульяновская область,2015,33706.8
Ульяновская область,2016,38762.2
Ульяновская область,2017,38461.6
Ульяновская область,2018,37868.4
Ульяновская область,2019,43433.0
Ульяновская область,2020,56871.0
Ульяновская область,2021,59039.2
Ульяновская область,2022,79480.2
Ульяновская область,2023,69050.0
Ульяновская область,2024,75182.6
Хабаровский край,1991,2.0
Хабаровский край,1992,20.7
Хабаровский край,1993,154.4
Хабаровский край,1994,462.3
Хабаровский край,1995,1137.6
Хабаровский край,1996,2177.0
Хабаровский край,1997,1981.1
Хабаровский край,1998,2352.2
Хабаровский край,1999,3179.1
Хабаровский край,2000,3590.9
Хабаровский край,2001,4685.6
Хабаровский край,2002,5268.7
Хабаровский край,2003,6043.0
Хабаровский край,2004,6364.7
Хабаровский край,2005,7477.7
Хабаровский край,2006,7928.3
Хабаровский край,2007,8968.9
Хабаровский край,2008,9655.8
Хабаровский край,2009,12609.5
Хабаровский край,2010,14838.8
Хабаровский край,2011,15017.8
Хабаровский край,2012,15345.6
Хабаровский край,2013,15264.7
Хабаровский край,2014,16709.0
Хабаровский край,2015,17439.1
Хабаровский край,2016,16346.9
Хабаровский край,2017,16701.7
Хабаровский край,2018,17099.2
Хабаровский край,2019,14586.0
Хабаровский край,2020,18174.9
Хабаровский край,2021,18393.0
Хабаровский край,2022,18990.0
Хабаровский край,2023,20688.5
Хабаровский край,2024,23733.3
Ханты-Мансийский автономный округ - Югра,1995,454.2
Ханты-Мансийский автономный округ - Югра,1996,498.4
Ханты-Мансийский автономный округ - Югра,1997,641.3
Ханты-Мансийский автономный округ - Югра,1998,600.3
Ханты-Мансийский автономный округ - Югра,1999,1327.9
Ханты-Мансийский автономный округ - Югра,2000,1657.9
Ханты-Мансийский автономный округ - Югра,2001,1963.3
Ханты-Мансийский автономный округ - Югра,2002,1603.6
Ханты-Мансийский автономный округ - Югра,2003,2404.8
Ханты-Мансийский автономный округ - Югра,2004,2482.1
Ханты-Мансийский автономный округ - Югра,2005,2550.6
Ханты-Мансийский автономный округ - Югра,2006,3095.6
Ханты-Мансийский автономный округ - Югра,2007,3233.3
Ханты-Мансийский автономный округ - Югра,2008,4360.0
Ханты-Мансийский автономный округ - Югра,2009,5418.2
Ханты-Мансийский автономный округ - Югра,2010,5749.1
Ханты-Мансийский автономный округ - Югра,2011,8021.4
Ханты-Мансийский автономный округ - Югра,2012,8374.2
Ханты-Мансийский автономный округ - Югра,2013,8244.5
Ханты-Мансийский автономный округ - Югра,2014,7800.2
Ханты-Мансийский автономный округ - Югра,2015,7651.6
Ханты-Мансийский автономный округ - Югра,2016,8748.2
Ханты-Мансийский автономный округ - Югра,2017,9451.2
Ханты-Мансийский автономный округ - Югра,2018,10026.5
Ханты-Мансийский автономный округ - Югра,2019,9417.3
Ханты-Мансийский автономный округ - Югра,2020,10308.0
Ханты-Мансийский автономный округ - Югра,2021,8603.4
Ханты-Мансийский автономный округ - Югра,2022,8999.2
Ханты-Мансийский автономный округ - Югра,2023,9871.5
Ханты-Мансийский автономный округ - Югра,2024,12070.2
Челябинская область,1991,4.8
Челябинская область,1992,37.7
Челябинская область,1993,357.3
Челябинская область,1994,1353.0
Челябинская область,1995,3258.9
Челябинская область,1996,5135.5
Челябинская область,1997,6260.2
Челябинская область,1998,4785.2
Челябинская область,1999,10647.0
Челябинская область,2000,12301.5
Челябинская область,2001,15873.3
Челябинская область,2002,17817.9
Челябинская область,2003,22398.2
Челябинская область,2004,25185.5
Челябинская область,2005,34895.1
Челябинская область,2006,45388.1
Челябинская область,2007,48670.1
Челябинская область,2008,61001.6
Челябинская область,2009,59346.9
Челябинская область,2010,58435.1
Челябинская область,2011,80004.1
Челябинская область,2012,66345.8
Челябинская область,2013,75489.5
Челябинская область,2014,91756.3
Челябинская область,2015,111353.4
Челябинская область,2016,117485.5
Челябинская область,2017,125859.4
Челябинская область,2018,119416.8
Челябинская область,2019,122501.1
Челябинская область,2020,113526.6
Челябинская область,2021,124170.4
Челябинская область,2022,147019.1
Челябинская область,2023,129798.2
Челябинская область,2024,151693.6
Чеченская Республика,1991,1.6
Чеченская Республика,1992,17.9
Чеченская Республика,1993,94.7
Чеченская Республика,2004,3767.6
Чеченская Республика,2005,4551.6
Чеченская Республика,2006,5277.3
Чеченская Республика,2007,6938.8
Чеченская Республика,2008,8559.7
Чеченская Республика,2009,10389.5
Чеченская Республика,2010,10893.0
Чеченская Республика,2011,12889.0
Чеченская Республика,2012,13564.7
Чеченская Республика,2013,14658.8
Чеченская Республика,2014,15156.2
Чеченская Республика,2015,17548.8
Чеченская Республика,2016,21122.7
Чеченская Республика,2017,25996.9
Чеченская Республика,2018,27777.7
Чеченская Республика,2019,32715.5
Чеченская Республика,2020,39885.6
Чеченская Республика,2021,45063.4
Чеченская Республика,2022,50861.0
Чеченская Республика,2023,56671.5
Чеченская Республика,2024,62452.7
Чувашская Республика,1991,3.1
Чувашская Республика,1992,24.8
Чувашская Республика,1993,209.2
Чувашская Республика,1994,711.5
Чувашская Республика,1995,2131.0
Чувашская Республика,1996,3036.0
Чувашская Республика,1997,3565.5
Чувашская Республика,1998,3449.5
Чувашская Республика,1999,7015.6
Чувашская Республика,2000,8317.8
Чувашская Республика,2001,9748.2
Чувашская Республика,2002,10110.6
Чувашская Республика,2003,10896.0
Чувашская Республика,2004,11869.5
Чувашская Республика,2005,13482.6
Чувашская Республика,2006,14654.7
Чувашская Республика,2007,16150.0
Чувашская Республика,2008,21314.1
Чувашская Республика,2009,23072.3
Чувашская Республика,2010,20912.4
Чувашская Республика,2011,30531.3
Чувашская Республика,2012,30867.8
Чувашская Республика,2013,29086.2
Чувашская Республика,2014,33925.4
Чувашская Республика,2015,39604.2
Чувашская Республика,2016,39553.6
Чувашская Республика,2017,38615.4
Чувашская Республика,2018,37467.7
Чувашская Республика,2019,42902.6
Чувашская Республика,2020,44837.1
Чувашская Республика,2021,49460.6
Чувашская Республика,2022,64532.3
Чувашская Республика,2023,63430.3
Чувашская Республика,2024,72788.8
Чукотский автономный округ,1993,20.8
Чукотский автономный округ,1994,37.1
Чукотский автономный округ,1995,110.1
Чукотский автономный округ,1996,87.1
Чукотский автономный округ,1997,114.6
Чукотский автономный округ,1998,64.5
Чукотский автономный округ,1999,113.2
Чукотский автономный округ,2000,72.1
Чукотский автономный округ,2001,94.3
Чукотский автономный округ,2002,133.9
Чукотский автономный округ,2003,211.3
Чукотский автономный округ,2004,241.0
Чукотский автономный округ,2005,292.6
Чукотский автономный округ,2006,435.2
Чукотский автономный округ,2007,466.6
Чукотский автономный округ,2008,496.6
Чукотский автономный округ,2009,599.2
Чукотский автономный округ,2010,623.2
Чукотский автономный округ,2011,841.6
Чукотский автономный округ,2012,689.8
Чукотский автономный округ,2013,638.2
Чукотский автономный округ,2014,860.4
Чукотский автономный округ,2015,396.7
Чукотский автономный округ,2016,577.7
Чукотский автономный округ,2017,1452.9
Чукотский автономный округ,2018,1334.5
Чукотский автономный округ,2019,1648.5
Чукотский автономный округ,2020,1610.1
Чукотский автономный округ,2021,1639.5
Чукотский автономный округ,2022,1884.6
Чукотский автономный округ,2023,1937.8
Чукотский автономный округ,2024,2542.2
Ямало-Ненецкий автономный округ,1995,97.1
Ямало-Ненецкий автономный округ,1996,120.4
Ямало-Ненецкий автономный округ,1997,133.5
Ямало-Ненецкий автономный округ,1998,181.3
Ямало-Ненецкий автономный округ,1999,203.8
Ямало-Ненецкий автономный округ,2000,239.4
Ямало-Ненецкий автономный округ,2001,302.9
Ямало-Ненецкий автономный округ,2002,402.1
Ямало-Ненецкий автономный округ,2003,532.4
Ямало-Ненецкий автономный округ,2004,573.1
Ямало-Ненецкий автономный округ,2005,497.3
Ямало-Ненецкий автономный округ,2006,705.0
Ямало-Ненецкий автономный округ,2007,887.8
Ямало-Ненецкий автономный округ,2008,1273.7
Ямало-Ненецкий автономный округ,2009,1344.5
Ямало-Ненецкий автономный округ,2010,1474.9
Ямало-Ненецкий автономный округ,2011,1854.7
Ямало-Ненецкий автономный округ,2012,1914.6
Ямало-Ненецкий автономный округ,2013,1962.9
Ямало-Ненецкий автономный округ,2014,2046.4
Ямало-Ненецкий автономный округ,2015,2083.7
Ямало-Ненецкий автономный округ,2016,2274.3
Ямало-Ненецкий автономный округ,2017,2687.0
Ямало-Ненецкий автономный округ,2018,2760.6
Ямало-Ненецкий автономный округ,2019,2926.6
Ямало-Ненецкий автономный округ,2020,3082.5
Ямало-Ненецкий автономный округ,2021,3776.7
Ямало-Ненецкий автономный округ,2022,3649.9
Ямало-Ненецкий автономный округ,2023,3096.2
Ямало-Ненецкий автономный округ,2024,2515.0
Ярославская область,1991,2.2
Ярославская область,1992,21.5
Ярославская область,1993,189.3
Ярославская область,1994,601.0
Ярославская область,1995,2056.5
Ярославская область,1996,2759.1
Ярославская область,1997,2950.9
Ярославская область,1998,2962.0
Ярославская область,1999,6694.7
Ярославская область,2000,6855.2
Ярославская область,2001,8185.5
Ярославская область,2002,8547.3
Ярославская область,2003,9066.0
Ярославская область,2004,9046.7
Ярославская область,2005,10179.4
Ярославская область,2006,11493.2
Ярославская область,2007,14138.9
Ярославская область,2008,16332.2
Ярославская область,2009,16353.0
Ярославская область,2010,17867.2
Ярославская область,2011,21075.8
Ярославская область,2012,22474.4
Ярославская область,2013,23602.6
Ярославская область,2014,28504.4
Ярославская область,2015,32010.3
Ярославская область,2016,32053.6
Ярославская область,2017,31824.7
Ярославская область,2018,34072.1
Ярославская область,2019,36535.0
Ярославская область,2020,39412.4
Ярославская область,2021,48507.8
Ярославская область,2022,52933.5
Ярославская область,2023,60364.6
Ярославская область,2024,72227.7
г. Москва,2012,8865.0
г. Москва,2013,7511.4
г. Москва,2014,8641.5
г. Москва,2015,8914.7
г. Москва,2016,8431.6
г. Москва,2017,8517.4
г. Москва,2018,7308.2
г. Москва,2019,7310.4
г. Москва,2020,5212.9
г. Москва,2021,5042.6
г. Москва,2022,5384.3
г. Москва,2023,4357.4
г. Москва,2024,3586.2
г. Севастополь,2014,1748.7
г. Севастополь,2015,2015.8
г. Севастополь,2016,2269.3
г. Севастополь,2017,2474.3
г. Севастополь,2018,2061.2
г. Севастополь,2019,3103.6
г. Севастополь,2020,3038.9
г. Севастополь,2021,3125.3
г. Севастополь,2022,3714.6
г. Севастополь,2023,4227.8
г. Севастополь,2024,5426.0
