region,period,value_mln_rub
Алтайский край,1991,7.2
Алтайский край,1992,73.0
Алтайский край,1993,638.2
Алтайский край,1994,1717.3
Алтайский край,1995,5689.1
Алтайский край,1996,7719.6
Алтайский край,1997,7121.6
Алтайский край,1998,8555.5
Алтайский край,1999,15571.5
Алтайский край,2000,24042.4
Алтайский край,2001,30758.5
Алтайский край,2002,30520.8
Алтайский край,2003,35249.4
Алтайский край,2004,41466.5
Алтайский край,2005,39838.9
Алтайский край,2006,46439.9
Алтайский край,2007,56142.3
Алтайский край,2008,66992.4
Алтайский край,2009,72625.7
Алтайский край,2010,78562.6
Алтайский край,2011,87685.0
Алтайский край,2012,85050.9
Алтайский край,2013,102220.0
Алтайский край,2014,98774.0
Алтайский край,2015,123740.7
Алтайский край,2016,143325.3
Алтайский край,2017,125999.3
Алтайский край,2018,131825.1
Алтайский край,2019,144540.3
Алтайский край,2020,163229.6
Алтайский край,2021,241624.9
Алтайский край,2022,249362.4
Алтайский край,2023,221096.3
Алтайский край,2024,268010.4
Амурская область,1991,2.5
Амурская область,1992,24.5
Амурская область,1993,196.9
Амурская область,1994,796.6
Амурская область,1995,1454.0
Амурская область,1996,2387.9
Амурская область,1997,2895.0
Амурская область,1998,2770.8
Амурская область,1999,4936.9
Амурская область,2000,6200.5
Амурская область,2001,7509.3
Амурская область,2002,8287.5
Амурская область,2003,6244.1
Амурская область,2004,8495.7
Амурская область,2005,8705.0
Амурская область,2006,9999.8
Амурская область,2007,12296.2
Амурская область,2008,14496.1
Амурская область,2009,19394.7
Амурская область,2010,19851.0
Амурская область,2011,26487.4
Амурская область,2012,26499.8
Амурская область,2013,20733.3
Амурская область,2014,37047.6
Амурская область,2015,43566.6
Амурская область,2016,47012.3
Амурская область,2017,50419.9
Амурская область,2018,47636.6
Амурская область,2019,44736.4
Амурская область,2020,53895.8
Амурская область,2021,74446.6
Амурская область,2022,85919.2
Амурская область,2023,85162.8
Амурская область,2024,94683.7
Архангельская область,1991,1.7
Архангельская область,1992,13.6
Архангельская область,1993,130.6
Архангельская область,1994,539.5
Архангельская область,1995,1608.6
Архангельская область,1996,2246.5
Архангельская область,1997,2216.8
Архангельская область,1998,2398.0
Архангельская область,1999,4006.5
Архангельская область,2000,4524.8
Архангельская область,2001,4677.1
Архангельская область,2002,4801.5
Архангельская область,2003,4657.8
Архангельская область,2004,5013.9
Архангельская область,2005,5251.2
Архангельская область,2006,5874.2
Архангельская область,2007,5897.2
Архангельская область,2008,7526.9
Архангельская область,2009,8676.1
Архангельская область,2010,9103.8
Архангельская область,2011,10941.8
Архангельская область,2012,11016.3
Архангельская область,2013,10539.7
Архангельская область,2014,12644.8
Архангельская область,2015,11706.0
Архангельская область,2016,12196.5
Архангельская область,2017,10824.4
Архангельская область,2018,11017.2
Архангельская область,2019,11406.3
Архангельская область,2020,10963.5
Архангельская область,2021,13824.8
Архангельская область,2022,14041.3
Архангельская область,2023,14420.5
Архангельская область,2024,15800.9
Астраханская область,1991,1.9
Астраханская область,1992,11.7
Астраханская область,1993,112.3
Астраханская область,1994,426.7
Астраханская область,1995,1194.3
Астраханская область,1996,1372.5
Астраханская область,1997,1458.1
Астраханская область,1998,1682.9
Астраханская область,1999,2560.4
Астраханская область,2000,2990.5
Астраханская область,2001,3584.2
Астраханская область,2002,4159.9
Астраханская область,2003,4736.2
Астраханская область,2004,5747.7
Астраханская область,2005,7892.8
Астраханская область,2006,9147.0
Астраханская область,2007,11261.4
Астраханская область,2008,14983.7
Астраханская область,2009,18103.6
Астраханская область,2010,19961.9
Астраханская область,2011,20185.4
Астраханская область,2012,23755.6
Астраханская область,2013,26657.0
Астраханская область,2014,29070.4
Астраханская область,2015,36287.3
Астраханская область,2016,37312.5
Астраханская область,2017,41051.0
Астраханская область,2018,43707.1
Астраханская область,2019,50410.1
Астраханская область,2020,55487.6
Астраханская область,2021,63063.4
Астраханская область,2022,64950.9
Астраханская область,2023,71507.3
Астраханская область,2024,75270.2
Белгородская область,1991,4.1
Белгородская область,1992,50.8
Белгородская область,1993,384.1
Белгородская область,1994,995.5
Белгородская область,1995,3310.9
Белгородская область,1996,4741.6
Белгородская область,1997,4806.7
Белгородская область,1998,4880.8
Белгородская область,1999,11056.0
Белгородская область,2000,15109.2
Белгородская область,2001,19480.1
Белгородская область,2002,19612.5
Белгородская область,2003,22927.0
Белгородская область,2004,26435.3
Белгородская область,2005,32690.6
Белгородская область,2006,39067.6
Белгородская область,2007,55937.9
Белгородская область,2008,78371.6
Белгородская область,2009,88939.6
Белгородская область,2010,97736.0
Белгородская область,2011,134120.6
Белгородская область,2012,148430.9
Белгородская область,2013,154166.2
Белгородская область,2014,186770.7
Белгородская область,2015,218384.9
Белгородская область,2016,226058.1
Белгородская область,2017,227268.9
Белгородская область,2018,257038.0
Белгородская область,2019,265692.5
Белгородская область,2020,288878.7
Белгородская область,2021,342101.4
Белгородская область,2022,349344.0
Белгородская область,2023,350334.4
Белгородская область,2024,367508.9
Брянская область,1991,4.0
Брянская область,1992,38.0
Брянская область,1993,268.6
Брянская область,1994,968.9
Брянская область,1995,2837.1
Брянская область,1996,3744.2
Брянская область,1997,3717.4
Брянская область,1998,4127.7
Брянская область,1999,8225.3
Брянская область,2000,9308.3
Брянская область,2001,10287.9
Брянская область,2002,11821.1
Брянская область,2003,11846.0
Брянская область,2004,12548.0
Брянская область,2005,13494.2
Брянская область,2006,14295.4
Брянская область,2007,16615.8
Брянская область,2008,20827.9
Брянская область,2009,22820.4
Брянская область,2010,25998.8
Брянская область,2011,32010.1
Брянская область,2012,34746.9
Брянская область,2013,41579.8
Брянская область,2014,53867.8
Брянская область,2015,71058.5
Брянская область,2016,78392.9
Брянская область,2017,84470.0
Брянская область,2018,85146.0
Брянская область,2019,91846.3
Брянская область,2020,97285.7
Брянская область,2021,118137.8
Брянская область,2022,133651.8
Брянская область,2023,148061.9
Брянская область,2024,157653.4
Владимирская область,1991,2.6
Владимирская область,1992,32.9
Владимирская область,1993,192.3
Владимирская область,1994,740.2
Владимирская область,1995,2281.3
Владимирская область,1996,2887.2
Владимирская область,1997,2685.4
Владимирская область,1998,3336.3
Владимирская область,1999,6733.9
Владимирская область,2000,7201.9
Владимирская область,2001,7770.5
Владимирская область,2002,9077.4
Владимирская область,2003,10722.8
Владимирская область,2004,11039.6
Владимирская область,2005,12530.5
Владимирская область,2006,13347.4
Владимирская область,2007,15328.4
Владимирская область,2008,18018.9
Владимирская область,2009,18385.6
Владимирская область,2010,17078.3
Владимирская область,2011,21889.1
Владимирская область,2012,23247.9
Владимирская область,2013,23874.0
Владимирская область,2014,27781.4
Владимирская область,2015,31297.4
Владимирская область,2016,30833.3
Владимирская область,2017,28911.4
Владимирская область,2018,29650.7
Владимирская область,2019,30620.3
Владимирская область,2020,32877.4
Владимирская область,2021,37906.0
Владимирская область,2022,42973.9
Владимирская область,2023,45981.6
Владимирская область,2024,52447.0
Волгоградская область,1991,6.2
Волгоградская область,1992,71.6
Волгоградская область,1993,603.4
Волгоградская область,1994,1766.1
Волгоградская область,1995,4324.0
Волгоградская область,1996,6433.2
Волгоградская область,1997,7385.2
Волгоградская область,1998,6826.0
Волгоградская область,1999,12808.0
Волгоградская область,2000,16476.6
Волгоградская область,2001,22255.3
Волгоградская область,2002,23733.4
Волгоградская область,2003,28661.9
Волгоградская область,2004,33063.5
Волгоградская область,2005,32958.5
Волгоградская область,2006,39369.9
Волгоградская область,2007,51036.4
Волгоградская область,2008,67488.5
Волгоградская область,2009,62337.3
Волгоградская область,2010,60161.4
Волгоградская область,2011,72370.4
Волгоградская область,2012,78663.7
Волгоградская область,2013,83791.0
Волгоградская область,2014,100672.7
Волгоградская область,2015,121330.0
Волгоградская область,2016,136630.6
Волгоградская область,2017,133764.2
Волгоградская область,2018,128274.4
Волгоградская область,2019,149118.1
Волгоградская область,2020,179018.0
Волгоградская область,2021,220832.2
Волгоградская область,2022,247284.3
Волгоградская область,2023,237437.7
Волгоградская область,2024,233315.4
Вологодская область,1991,2.8
Вологодская область,1992,43.7
Вологодская область,1993,229.3
Вологодская область,1994,841.1
Вологодская область,1995,2506.6
Вологодская область,1996,3095.4
Вологодская область,1997,3520.5
Вологодская область,1998,3743.4
Вологодская область,1999,7430.7
Вологодская область,2000,8717.9
Вологодская область,2001,10346.5
Вологодская область,2002,10841.0
Вологодская область,2003,11260.4
Вологодская область,2004,11958.4
Вологодская область,2005,14165.7
Вологодская область,2006,14558.1
Вологодская область,2007,16402.0
Вологодская область,2008,19040.6
Вологодская область,2009,18184.2
Вологодская область,2010,18892.9
Вологодская область,2011,22196.4
Вологодская область,2012,20633.3
Вологодская область,2013,20982.3
Вологодская область,2014,24235.3
Вологодская область,2015,26938.2
Вологодская область,2016,28806.6
Вологодская область,2017,26621.5
Вологодская область,2018,29254.6
Вологодская область,2019,33062.0
Вологодская область,2020,35976.2
Вологодская область,2021,41597.3
Вологодская область,2022,47901.3
Вологодская область,2023,47794.6
Вологодская область,2024,56653.2
Воронежская область,1991,5.4
Воронежская область,1992,63.2
Воронежская область,1993,525.4
Воронежская область,1994,1455.2
Воронежская область,1995,4118.8
Воронежская область,1996,5716.8
Воронежская область,1997,6879.4
Воронежская область,1998,6727.5
Воронежская область,1999,14675.6
Воронежская область,2000,18073.4
Воронежская область,2001,22058.6
Воронежская область,2002,23226.0
Воронежская область,2003,28818.8
Воронежская область,2004,29283.6
Воронежская область,2005,31668.5
Воронежская область,2006,35947.4
Воронежская область,2007,52076.0
Воронежская область,2008,67376.5
Воронежская область,2009,73248.8
Воронежская область,2010,67935.5
Воронежская область,2011,99248.9
Воронежская область,2012,123891.8
Воронежская область,2013,144942.4
Воронежская область,2014,158526.2
Воронежская область,2015,193057.8
Воронежская область,2016,199308.0
Воронежская область,2017,193876.1
Воронежская область,2018,219151.4
Воронежская область,2019,221943.9
Воронежская область,2020,262329.9
Воронежская область,2021,319446.3
Воронежская область,2022,342108.2
Воронежская область,2023,356515.6
Воронежская область,2024,353859.6
Еврейская автономная область,1993,44.2
Еврейская автономная область,1994,152.3
Еврейская автономная область,1995,344.8
Еврейская автономная область,1996,390.9
Еврейская автономная область,1997,345.0
Еврейская автономная область,1998,412.8
Еврейская автономная область,1999,636.6
Еврейская автономная область,2000,874.5
Еврейская автономная область,2001,1176.3
Еврейская автономная область,2002,1305.9
Еврейская автономная область,2003,1626.0
Еврейская автономная область,2004,2033.9
Еврейская автономная область,2005,2757.6
Еврейская автономная область,2006,3091.2
Еврейская автономная область,2007,3650.5
Еврейская автономная область,2008,4299.3
Еврейская автономная область,2009,4300.6
Еврейская автономная область,2010,5142.2
Еврейская автономная область,2011,5750.8
Еврейская автономная область,2012,4558.4
Еврейская автономная область,2013,3123.2
Еврейская автономная область,2014,4779.9
Еврейская автономная область,2015,5750.9
Еврейская автономная область,2016,5485.9
Еврейская автономная область,2017,5216.3
Еврейская автономная область,2018,5771.8
Еврейская автономная область,2019,3343.6
Еврейская автономная область,2020,4397.6
Еврейская автономная область,2021,5475.7
Еврейская автономная область,2022,7037.0
Еврейская автономная область,2023,9174.5
Еврейская автономная область,2024,8992.9
Забайкальский край,1991,2.6
Забайкальский край,1992,22.9
Забайкальский край,1993,214.7
Забайкальский край,1994,741.0
Забайкальский край,1995,1987.5
Забайкальский край,1996,2558.7
Забайкальский край,1997,2656.8
Забайкальский край,1998,2438.6
Забайкальский край,1999,4797.5
Забайкальский край,2000,5712.1
Забайкальский край,2001,5846.9
Забайкальский край,2002,6616.7
Забайкальский край,2003,6812.6
Забайкальский край,2004,7078.4
Забайкальский край,2005,8427.0
Забайкальский край,2006,9389.2
Забайкальский край,2007,10437.4
Забайкальский край,2008,11960.7
Забайкальский край,2009,13003.1
Забайкальский край,2010,13527.8
Забайкальский край,2011,15189.6
Забайкальский край,2012,17102.1
Забайкальский край,2013,17788.9
Забайкальский край,2014,18705.0
Забайкальский край,2015,19519.0
Забайкальский край,2016,21463.6
Забайкальский край,2017,22511.5
Забайкальский край,2018,22903.4
Забайкальский край,2019,22509.6
Забайкальский край,2020,23167.8
Забайкальский край,2021,24451.7
Забайкальский край,2022,27898.8
Забайкальский край,2023,27898.1
Забайкальский край,2024,29834.6
Ивановская область,1991,2.0
Ивановская область,1992,16.9
Ивановская область,1993,163.7
Ивановская область,1994,540.5
Ивановская область,1995,1374.2
Ивановская область,1996,1751.4
Ивановская область,1997,1740.1
Ивановская область,1998,1695.9
Ивановская область,1999,3552.3
Ивановская область,2000,4205.7
Ивановская область,2001,4666.5
Ивановская область,2002,4807.0
Ивановская область,2003,5442.1
Ивановская область,2004,6006.4
Ивановская область,2005,6334.8
Ивановская область,2006,6970.5
Ивановская область,2007,8245.5
Ивановская область,2008,8619.9
Ивановская область,2009,9117.3
Ивановская область,2010,9939.2
Ивановская область,2011,12362.2
Ивановская область,2012,12372.4
Ивановская область,2013,12492.7
Ивановская область,2014,13807.5
Ивановская область,2015,14938.9
Ивановская область,2016,14951.5
Ивановская область,2017,14887.4
Ивановская область,2018,16084.8
Ивановская область,2019,17244.2
Ивановская область,2020,19334.5
Ивановская область,2021,22497.3
Ивановская область,2022,23176.6
Ивановская область,2023,27231.8
Ивановская область,2024,29535.6
Иркутская область,1991,3.6
Иркутская область,1992,42.9
Иркутская область,1993,425.8
Иркутская область,1994,1968.3
Иркутская область,1995,4120.3
Иркутская область,1996,5421.5
Иркутская область,1997,6433.6
Иркутская область,1998,5919.5
Иркутская область,1999,10124.4
Иркутская область,2000,10006.1
Иркутская область,2001,14543.9
Иркутская область,2002,14894.1
Иркутская область,2003,15568.4
Иркутская область,2004,17824.9
Иркутская область,2005,19670.4
Иркутская область,2006,21925.7
Иркутская область,2007,25942.8
Иркутская область,2008,29996.7
Иркутская область,2009,33196.1
Иркутская область,2010,35119.9
Иркутская область,2011,40990.2
Иркутская область,2012,44079.1
Иркутская область,2013,46630.0
Иркутская область,2014,51765.4
Иркутская область,2015,53600.8
Иркутская область,2016,58721.7
Иркутская область,2017,61900.4
Иркутская область,2018,63548.6
Иркутская область,2019,62153.5
Иркутская область,2020,67043.2
Иркутская область,2021,74737.1
Иркутская область,2022,80456.7
Иркутская область,2023,80655.8
Иркутская область,2024,91907.1
Кабардино-Балкарская Республика,1991,1.6
Кабардино-Балкарская Республика,1992,15.2
Кабардино-Балкарская Республика,1993,150.8
Кабардино-Балкарская Республика,1994,369.1
Кабардино-Балкарская Республика,1995,1210.9
Кабардино-Балкарская Республика,1996,2021.3
Кабардино-Балкарская Республика,1997,2096.0
Кабардино-Балкарская Республика,1998,2638.3
Кабардино-Балкарская Республика,1999,5216.6
Кабардино-Балкарская Республика,2000,7749.6
Кабардино-Балкарская Республика,2001,9912.2
Кабардино-Балкарская Республика,2002,11084.5
Кабардино-Балкарская Республика,2003,12256.5
Кабардино-Балкарская Республика,2004,13695.3
Кабардино-Балкарская Республика,2005,13581.1
Кабардино-Балкарская Республика,2006,14555.7
Кабардино-Балкарская Республика,2007,16640.3
Кабардино-Балкарская Республика,2008,19176.1
Кабардино-Балкарская Республика,2009,20116.9
Кабардино-Балкарская Республика,2010,23588.3
Кабардино-Балкарская Республика,2011,27133.7
Кабардино-Балкарская Республика,2012,29617.8
Кабардино-Балкарская Республика,2013,31774.4
Кабардино-Балкарская Республика,2014,33326.2
Кабардино-Балкарская Республика,2015,37919.8
Кабардино-Балкарская Республика,2016,42423.5
Кабардино-Балкарская Республика,2017,45709.8
Кабардино-Балкарская Республика,2018,49384.7
Кабардино-Балкарская Республика,2019,54933.6
Кабардино-Балкарская Республика,2020,59241.5
Кабардино-Балкарская Республика,2021,67970.8
Кабардино-Балкарская Республика,2022,84382.1
Кабардино-Балкарская Республика,2023,96037.1
Кабардино-Балкарская Республика,2024,117617.6
Калининградская область,1991,1.9
Калининградская область,1992,15.6
Калининградская область,1993,154.9
Калининградская область,1994,465.4
Калининградская область,1995,1037.9
Калининградская область,1996,1351.3
Калининградская область,1997,1313.2
Калининградская область,1998,1416.0
Калининградская область,1999,2566.7
Калининградская область,2000,3420.8
Калининградская область,2001,3911.6
Калининградская область,2002,4565.9
Калининградская область,2003,5234.2
Калининградская область,2004,6519.3
Калининградская область,2005,7504.7
Калининградская область,2006,9213.2
Калининградская область,2007,10168.4
Калининградская область,2008,14698.2
Калининградская область,2009,15171.3
Калининградская область,2010,15279.5
Калининградская область,2011,17309.8
Калининградская область,2012,19182.7
Калининградская область,2013,20056.6
Калининградская область,2014,24401.6
Калининградская область,2015,31048.0
Калининградская область,2016,29579.8
Калининградская область,2017,32396.2
Калининградская область,2018,34738.9
Калининградская область,2019,40752.1
Калининградская область,2020,46134.8
Калининградская область,2021,56410.8
Калининградская область,2022,58535.8
Калининградская область,2023,63091.5
Калининградская область,2024,74635.2
Калужская область,1991,2.3
Калужская область,1992,22.5
Калужская область,1993,223.3
Калужская область,1994,798.7
Калужская область,1995,2105.0
Калужская область,1996,2764.8
Калужская область,1997,2565.6
Калужская область,1998,2903.4
Калужская область,1999,5628.2
Калужская область,2000,6216.4
Калужская область,2001,7220.0
Калужская область,2002,7881.6
Калужская область,2003,8756.0
Калужская область,2004,9674.8
Калужская область,2005,10942.3
Калужская область,2006,11697.9
Калужская область,2007,14032.1
Калужская область,2008,17775.3
Калужская область,2009,19709.6
Калужская область,2010,20036.4
Калужская область,2011,22572.4
Калужская область,2012,24484.4
Калужская область,2013,24082.3
Калужская область,2014,28031.3
Калужская область,2015,33066.6
Калужская область,2016,33570.7
Калужская область,2017,38538.4
Калужская область,2018,43850.7
Калужская область,2019,51216.1
Калужская область,2020,54392.2
Калужская область,2021,60059.3
Калужская область,2022,72641.0
Калужская область,2023,83380.3
Калужская область,2024,93689.2
Камчатский край,1991,0.8
Камчатский край,1992,8.3
Камчатский край,1993,113.0
Камчатский край,1994,341.4
Камчатский край,1995,651.2
Камчатский край,1996,1112.4
Камчатский край,1997,1182.3
Камчатский край,1998,1204.0
Камчатский край,1999,1294.7
Камчатский край,2000,1556.5
Камчатский край,2001,1603.2
Камчатский край,2002,1779.8
Камчатский край,2003,1914.8
Камчатский край,2004,1948.8
Камчатский край,2005,2183.5
Камчатский край,2006,2628.6
Камчатский край,2007,2708.8
Камчатский край,2008,2978.9
Камчатский край,2009,3899.2
Камчатский край,2010,4085.1
Камчатский край,2011,4668.4
Камчатский край,2012,4749.6
Камчатский край,2013,5225.9
Камчатский край,2014,6852.8
Камчатский край,2015,6721.3
Камчатский край,2016,7378.3
Камчатский край,2017,7915.5
Камчатский край,2018,8249.2
Камчатский край,2019,10129.2
Камчатский край,2020,10011.0
Камчатский край,2021,10907.4
Камчатский край,2022,10960.6
Камчатский край,2023,11507.7
Камчатский край,2024,11527.0
Карачаево-Черкесская Республика,1991,1.2
Карачаево-Черкесская Республика,1992,9.8
Карачаево-Черкесская Республика,1993,72.7
Карачаево-Черкесская Республика,1994,286.3
Карачаево-Черкесская Республика,1995,705.6
Карачаево-Черкесская Республика,1996,1071.6
Карачаево-Черкесская Республика,1997,1202.8
Карачаево-Черкесская Республика,1998,1219.2
Карачаево-Черкесская Республика,1999,2397.1
Карачаево-Черкесская Республика,2000,3017.1
Карачаево-Черкесская Республика,2001,3434.2
Карачаево-Черкесская Республика,2002,4421.7
Карачаево-Черкесская Республика,2003,4630.0
Карачаево-Черкесская Республика,2004,5257.4
Карачаево-Черкесская Республика,2005,6633.4
Карачаево-Черкесская Республика,2006,7971.4
Карачаево-Черкесская Республика,2007,9475.6
Карачаево-Черкесская Республика,2008,11563.7
Карачаево-Черкесская Республика,2009,13591.2
Карачаево-Черкесская Республика,2010,15040.5
Карачаево-Черкесская Республика,2011,17577.5
Карачаево-Черкесская Республика,2012,17768.3
Карачаево-Черкесская Республика,2013,19883.7
Карачаево-Черкесская Республика,2014,20844.9
Карачаево-Черкесская Республика,2015,26032.4
Карачаево-Черкесская Республика,2016,26801.5
Карачаево-Черкесская Республика,2017,27580.3
Карачаево-Черкесская Республика,2018,29512.5
Карачаево-Черкесская Республика,2019,32106.4
Карачаево-Черкесская Республика,2020,31697.9
Карачаево-Черкесская Республика,2021,39132.9
Карачаево-Черкесская Республика,2022,40714.3
Карачаево-Черкесская Республика,2023,43596.2
Карачаево-Черкесская Республика,2024,47060.4
Кемеровская область,1991,3.7
Кемеровская область,1992,36.5
Кемеровская область,1993,360.2
Кемеровская область,1994,1191.8
Кемеровская область,1995,3267.4
Кемеровская область,1996,4655.9
Кемеровская область,1997,5205.7
Кемеровская область,1998,4180.6
Кемеровская область,1999,8079.2
Кемеровская область,2000,9146.6
Кемеровская область,2001,10189.3
Кемеровская область,2002,11265.2
Кемеровская область,2003,13161.4
Кемеровская область,2004,15256.9
Кемеровская область,2005,16148.1
Кемеровская область,2006,20040.0
Кемеровская область,2007,24295.2
Кемеровская область,2008,31905.7
Кемеровская область,2009,30805.3
Кемеровская область,2010,31881.3
Кемеровская область,2011,35427.7
Кемеровская область,2012,33597.5
Кемеровская область,2013,39378.8
Кемеровская область,2014,43163.2
Кемеровская область,2015,48463.6
Кемеровская область,2016,48596.1
Кемеровская область,2017,48027.9
Кемеровская область,2018,46912.2
Кемеровская область,2019,47806.4
Кемеровская область,2020,60588.7
Кемеровская область,2021,80284.6
Кемеровская область,2022,84746.7
Кемеровская область,2023,78175.5
Кемеровская область,2024,85815.2
Кировская область,1991,4.2
Кировская область,1992,39.7
Кировская область,1993,297.1
Кировская область,1994,1131.4
Кировская область,1995,3684.3
Кировская область,1996,4407.7
Кировская область,1997,4723.6
Кировская область,1998,4697.6
Кировская область,1999,8883.3
Кировская область,2000,10920.2
Кировская область,2001,12958.1
Кировская область,2002,12828.6
Кировская область,2003,13436.6
Кировская область,2004,15386.7
Кировская область,2005,16252.5
Кировская область,2006,16817.5
Кировская область,2007,17005.4
Кировская область,2008,22378.1
Кировская область,2009,22102.5
Кировская область,2010,22088.7
Кировская область,2011,27281.2
Кировская область,2012,26061.5
Кировская область,2013,27151.6
Кировская область,2014,33947.0
Кировская область,2015,36231.8
Кировская область,2016,38528.8
Кировская область,2017,39271.8
Кировская область,2018,41252.6
Кировская область,2019,43878.9
Кировская область,2020,48927.6
Кировская область,2021,53917.7
Кировская область,2022,68126.0
Кировская область,2023,62455.6
Кировская область,2024,73174.9
Костромская область,1991,1.8
Костромская область,1992,15.1
Костромская область,1993,127.0
Костромская область,1994,485.8
Костромская область,1995,1600.3
Костромская область,1996,1926.4
Костромская область,1997,2441.5
Костромская область,1998,2687.6
Костромская область,1999,4339.1
Костромская область,2000,5082.7
Костромская область,2001,6379.6
Костромская область,2002,6964.0
Костромская область,2003,6787.7
Костромская область,2004,7250.8
Костромская область,2005,8082.0
Костромская область,2006,9139.9
Костромская область,2007,10051.5
Костромская область,2008,11283.8
Костромская область,2009,11382.8
Костромская область,2010,12366.4
Костромская область,2011,13378.0
Костромская область,2012,13650.1
Костромская область,2013,14131.3
Костромская область,2014,15607.2
Костромская область,2015,17942.5
Костромская область,2016,16782.9
Костромская область,2017,15645.2
Костромская область,2018,15929.0
Костромская область,2019,16764.2
Костромская область,2020,18274.0
Костромская область,2021,19810.2
Костромская область,2022,20197.9
Костромская область,2023,24565.9
Костромская область,2024,28852.8
Краснодарский край,1991,12.8
Краснодарский край,1992,145.7
Краснодарский край,1993,1202.8
Краснодарский край,1994,3093.8
Краснодарский край,1995,9221.3
Краснодарский край,1996,12787.7
Краснодарский край,1997,13630.4
Краснодарский край,1998,13962.1
Краснодарский край,1999,31766.9
Краснодарский край,2000,46699.3
Краснодарский край,2001,60106.4
Краснодарский край,2002,63363.9
Краснодарский край,2003,66824.6
Краснодарский край,2004,88088.0
Краснодарский край,2005,97106.2
Краснодарский край,2006,111248.7
Краснодарский край,2007,128007.5
Краснодарский край,2008,166498.4
Краснодарский край,2009,158684.9
Краснодарский край,2010,184082.5
Краснодарский край,2011,220628.6
Краснодарский край,2012,213646.2
Краснодарский край,2013,229951.0
Краснодарский край,2014,266662.6
Краснодарский край,2015,340566.9
Краснодарский край,2016,370761.8
Краснодарский край,2017,364025.8
Краснодарский край,2018,382468.0
Краснодарский край,2019,417200.6
Краснодарский край,2020,432962.7
Краснодарский край,2021,556249.2
Краснодарский край,2022,602922.6
Краснодарский край,2023,584836.4
Краснодарский край,2024,636984.9
Красноярский край,1991,5.1
Красноярский край,1992,59.7
Красноярский край,1993,525.2
Красноярский край,1994,1665.5
Красноярский край,1995,5495.9
Красноярский край,1996,7377.0
Красноярский край,1997,8561.8
Красноярский край,1998,8978.2
Красноярский край,1999,15310.2
Красноярский край,2000,20406.9
Красноярский край,2001,21977.3
Красноярский край,2002,23150.6
Красноярский край,2003,24374.0
Красноярский край,2004,29730.2
Красноярский край,2005,31037.4
Красноярский край,2006,35359.2
Красноярский край,2007,42733.2
Красноярский край,2008,53634.4
Красноярский край,2009,53517.8
Красноярский край,2010,56408.0
Красноярский край,2011,61213.7
Красноярский край,2012,56614.7
Красноярский край,2013,61183.1
Красноярский край,2014,66302.4
Красноярский край,2015,76204.2
Красноярский край,2016,80982.7
Красноярский край,2017,71934.7
Красноярский край,2018,77914.1
Красноярский край,2019,84865.0
Красноярский край,2020,105973.3
Красноярский край,2021,122139.4
Красноярский край,2022,126276.5
Красноярский край,2023,118423.4
Красноярский край,2024,135379.7
Курганская область,1991,3.5
Курганская область,1992,33.2
Курганская область,1993,278.2
Курганская область,1994,1041.6
Курганская область,1995,2518.6
Курганская область,1996,3712.8
Курганская область,1997,3832.9
Курганская область,1998,2890.1
Курганская область,1999,6579.2
Курганская область,2000,7602.9
Курганская область,2001,9640.7
Курганская область,2002,9235.8
Курганская область,2003,9583.8
Курганская область,2004,10679.2
Курганская область,2005,10982.4
Курганская область,2006,13754.8
Курганская область,2007,16873.2
Курганская область,2008,21802.3
Курганская область,2009,24114.9
Курганская область,2010,19650.8
Курганская область,2011,29477.3
Курганская область,2012,25553.9
Курганская область,2013,33084.4
Курганская область,2014,28471.6
Курганская область,2015,34780.5
Курганская область,2016,38094.0
Курганская область,2017,38576.7
Курганская область,2018,39511.4
Курганская область,2019,46268.9
Курганская область,2020,45091.9
Курганская область,2021,50923.2
Курганская область,2022,71617.9
Курганская область,2023,50398.7
Курганская область,2024,59405.0
Курская область,1991,4.1
Курская область,1992,54.4
Курская область,1993,360.1
Курская область,1994,1047.8
Курская область,1995,2900.1
Курская область,1996,4340.2
Курская область,1997,4388.8
Курская область,1998,4931.5
Курская область,1999,8833.3
Курская область,2000,12479.6
Курская область,2001,14128.4
Курская область,2002,15224.6
Курская область,2003,17406.9
Курская область,2004,19975.4
Курская область,2005,21924.6
Курская область,2006,24158.4
Курская область,2007,30333.9
Курская область,2008,39650.0
Курская область,2009,39786.3
Курская область,2010,39464.9
Курская область,2011,54867.6
Курская область,2012,65944.7
Курская область,2013,74279.3
Курская область,2014,92359.4
Курская область,2015,113841.2
Курская область,2016,124356.6
Курская область,2017,130890.9
Курская область,2018,146703.3
Курская область,2019,158870.4
Курская область,2020,193341.6
Курская область,2021,217405.0
Курская область,2022,237778.2
Курская область,2023,239990.4
Курская область,2024,237668.1
Ленинградская область,1991,5.0
Ленинградская область,1992,51.6
Ленинградская область,1993,453.9
Ленинградская область,1994,1531.3
Ленинградская область,1995,3629.5
Ленинградская область,1996,5142.4
Ленинградская область,1997,5184.4
Ленинградская область,1998,5438.5
Ленинградская область,1999,12115.7
Ленинградская область,2000,13749.0
Ленинградская область,2001,17022.2
Ленинградская область,2002,20895.5
Ленинградская область,2003,20801.9
Ленинградская область,2004,23203.0
Ленинградская область,2005,25751.8
Ленинградская область,2006,27098.2
Ленинградская область,2007,29345.5
Ленинградская область,2008,38607.2
Ленинградская область,2009,41232.6
Ленинградская область,2010,47208.3
Ленинградская область,2011,53003.8
Ленинградская область,2012,58010.5
