region,period,total_pop,share_older,share_child
Алтайский край,1990,2640419.0,0.18653,0.13178
Алтайский край,1991,2653818.0,0.18969,0.12977
Алтайский край,1992,2664886.0,0.19234,0.2507
Алтайский край,1993,2680334.0,0.19536,0.12559
Алтайский край,1994,2684297.0,0.19765,0.24122
Алтайский край,1995,2694271.0,0.19946,0.12045
Алтайский край,1996,2688035.0,0.2017,0.11756
Алтайский край,1997,2676677.0,0.20311,0.11435
Алтайский край,1998,2670454.0,0.20343,0.21742
Алтайский край,1999,2662738.0,0.20329,0.20892
Алтайский край,2000,2651628.0,0.20221,0.20024
Алтайский край,2001,2641079.0,0.20091,0.19248
Алтайский край,2002,2621050.0,0.2011,0.09453
Алтайский край,2003,2602595.0,0.20038,0.17832
Алтайский край,2004,2571987.0,0.20046,0.08779
Алтайский край,2005,2539430.0,0.20187,0.08537
Алтайский край,2006,2503510.0,0.20387,0.16352
Алтайский край,2007,2473024.0,0.20805,0.08192
Алтайский край,2008,2453455.0,0.21239,0.15925
Алтайский край,2009,2438910.0,0.21687,0.16041
Алтайский край,2010,2430765.0,0.22235,0.1631
Алтайский край,2011,2417358.0,0.22853,0.16557
Алтайский край,2012,2396786.0,0.23458,
Алтайский край,2013,2377980.0,0.24036,
Алтайский край,2014,2359540.0,0.24661,
Алтайский край,2015,2343388.0,0.25259,
Алтайский край,2016,2325025.0,0.25899,
Алтайский край,2017,2303606.0,0.26462,
Алтайский край,2018,2277683.0,0.27039,
Алтайский край,2019,2250096.0,0.27551,
Алтайский край,2020,2224119.0,0.26564,
Алтайский край,2021,1189400.0,0.49379,
Алтайский край,2022,2154932.0,0.25449,
Алтайский край,2023,2130950.0,0.25854,
Алтайский край,2024,2115308.0,0.24954,
Алтайский край,2025,2099186.0,0.25289,
Амурская область,1990,1055337.0,0.12261,0.14576
Амурская область,1991,1054267.0,0.12647,0.1456
Амурская область,1992,1048649.0,0.13061,0.28367
Амурская область,1993,1029516.0,0.13641,0.14141
Амурская область,1994,1018407.0,0.13924,0.27074
Амурская область,1995,995012.0,0.14285,0.13483
Амурская область,1996,986417.0,0.14686,0.13153
Амурская область,1997,974942.0,0.1505,0.12798
Амурская область,1998,962023.0,0.15361,0.2425
Амурская область,1999,949526.0,0.15495,0.23316
Амурская область,2000,935607.0,0.15629,0.2231
Амурская область,2001,923055.0,0.15721,0.21463
Амурская область,2002,911381.0,0.15964,0.10615
Амурская область,2003,901044.0,0.1613,0.2002
Амурская область,2004,887781.0,0.16211,0.09917
Амурская область,2005,874018.0,0.16481,0.09656
Амурская область,2006,861056.0,0.1683,0.18462
Амурская область,2007,850502.0,0.17337,0.09228
Амурская область,2008,844290.0,0.17921,0.17837
Амурская область,2009,838869.0,0.18361,0.17887
Амурская область,2010,834905.0,0.18921,0.1809
Амурская область,2011,828660.0,0.19547,0.18198
Амурская область,2012,820627.0,0.20125,
Амурская область,2013,815163.0,0.20589,
Амурская область,2014,808726.0,0.21141,
Амурская область,2015,806524.0,0.21599,
Амурская область,2016,801539.0,0.22134,
Амурская область,2017,796801.0,0.22563,
Амурская область,2018,792672.0,0.22844,
Амурская область,2019,786641.0,0.23225,
Амурская область,2020,782690.0,0.22236,
Амурская область,2021,407762.0,0.42462,
Амурская область,2022,763570.0,0.21137,
Амурская область,2023,756198.0,0.21456,
Амурская область,2024,750083.0,0.20623,
Амурская область,2025,753046.0,0.20671,
Архангельская область,1990,1575502.0,0.15592,0.13486
Архангельская область,1991,1568960.0,0.15923,0.13403
Архангельская область,1992,1554584.0,0.16298,0.26036
Архангельская область,1993,1537808.0,0.16804,0.12978
Архангельская область,1994,1517979.0,0.17105,0.24876
Архангельская область,1995,1498182.0,0.17365,0.12399
Архангельская область,1996,1476064.0,0.17679,0.12084
Архангельская область,1997,1454894.0,0.18038,0.11751
Архангельская область,1998,1433874.0,0.18227,0.22293
Архангельская область,1999,1414144.0,0.18252,0.21465
Архангельская область,2000,1390334.0,0.18251,0.20622
Архангельская область,2001,1369118.0,0.18228,0.19902
Архангельская область,2002,1350448.0,0.18475,0.09869
Архангельская область,2003,1332655.0,0.18484,0.18574
Архангельская область,2004,1315549.0,0.18441,0.09079
Архангельская область,2005,1299218.0,0.18711,0.08736
Архангельская область,2006,1281838.0,0.19021,0.16512
Архангельская область,2007,1266667.0,0.19526,0.0828
Архангельская область,2008,1257164.0,0.2002,0.1614
Архангельская область,2009,1246204.0,0.20465,0.16236
Архангельская область,2010,1237493.0,0.21177,0.16516
Архангельская область,2011,1224880.0,0.21883,0.16739
Архангельская область,2012,1204128.0,0.22638,
Архангельская область,2013,1183559.0,0.23409,
Архангельская область,2014,1163718.0,0.24163,
Архангельская область,2015,1146094.0,0.24956,
Архангельская область,2016,1127780.0,0.25747,
Архангельская область,2017,1110597.0,0.26439,
Архангельская область,2018,1091130.0,0.27112,
Архангельская область,2019,1071587.0,0.27767,
Архангельская область,2020,1055460.0,0.26911,
Архангельская область,2021,556827.0,0.50912,
Архангельская область,2022,1016030.0,0.26165,
Архангельская область,2023,1005687.0,0.26609,
Архангельская область,2024,998072.0,0.25762,
Архангельская область,2025,989434.0,0.26239,
Астраханская область,1990,997516.0,0.1741,0.13217
Астраханская область,1991,1001044.0,0.17739,0.13218
Астраханская область,1992,1003253.0,0.18008,0.25922
Астраханская область,1993,1004737.0,0.18414,0.12999
Астраханская область,1994,1006099.0,0.18647,0.25196
Астраханская область,1995,1014170.0,0.187,0.1262
Астраханская область,1996,1019171.0,0.18839,0.12436
Астраханская область,1997,1020576.0,0.19024,0.12155
Астраханская область,1998,1019880.0,0.19159,0.2329
Астраханская область,1999,1016372.0,0.19077,0.22642
Астраханская область,2000,1012385.0,0.18984,0.21892
Астраханская область,2001,1009281.0,0.18896,0.21137
Астраханская область,2002,1005510.0,0.18912,0.10466
Астраханская область,2003,1004780.0,0.18752,0.19669
Астраханская область,2004,1006073.0,0.19014,0.09682
Астраханская область,2005,1006467.0,0.19456,0.09367
Астраханская область,2006,1002517.0,0.19752,0.17855
Астраханская область,2007,1001300.0,0.20018,0.08829
Астраханская область,2008,1005897.0,0.20108,0.17184
Астраханская область,2009,1009926.0,0.20277,0.17202
Астраханская область,2010,1011120.0,0.2065,0.17383
Астраханская область,2011,1009801.0,0.21086,0.17502
Астраханская область,2012,1011490.0,0.21328,
Астраханская область,2013,1007485.0,0.21709,
Астраханская область,2014,1007357.0,0.22023,
Астраханская область,2015,1009216.0,0.22302,
Астраханская область,2016,1003926.0,0.22774,
Астраханская область,2017,1001527.0,0.2312,
Астраханская область,2018,997401.0,0.23487,
Астраханская область,2019,991078.0,0.23855,
Астраханская область,2020,979935.0,0.23,
Астраханская область,2021,514442.0,0.43806,
Астраханская область,2022,957772.0,0.21957,
Астраханская область,2023,950557.0,0.22456,
Астраханская область,2024,946429.0,0.21677,
Астраханская область,2025,946580.0,0.21993,
Белгородская область,1990,1387455.0,0.22826,0.11643
Белгородская область,1991,1397986.0,0.2289,0.11651
Белгородская область,1992,1404959.0,0.23048,0.2287
Белгородская область,1993,1419743.0,0.23227,0.11555
Белгородская область,1994,1434551.0,0.23294,0.22423
Белгородская область,1995,1454923.0,0.23246,0.11308
Белгородская область,1996,1467562.0,0.23383,0.11119
Белгородская область,1997,1478580.0,0.23663,0.10894
Белгородская область,1998,1485855.0,0.23725,0.20942
Белгородская область,1999,1494868.0,0.23636,0.20418
Белгородская область,2000,1501699.0,0.23437,0.19718
Белгородская область,2001,1506976.0,0.2322,0.18983
Белгородская область,2002,1508137.0,0.23241,0.09315
Белгородская область,2003,1511899.0,0.23096,0.17353
Белгородская область,2004,1513860.0,0.22871,0.08508
Белгородская область,2005,1511662.0,0.22861,0.08207
Белгородская область,2006,1511715.0,0.22807,0.15631
Белгородская область,2007,1514153.0,0.22929,0.07783
Белгородская область,2008,1520102.0,0.23044,0.15113
Белгородская область,2009,1526258.0,0.23249,0.15038
Белгородская область,2010,1531781.0,0.23653,0.15057
Белгородская область,2011,1532353.0,0.24081,0.15052
Белгородская область,2012,1536605.0,0.24518,
Белгородская область,2013,1541929.0,0.25001,
Белгородская область,2014,1545522.0,0.2551,
Белгородская область,2015,1549797.0,0.26084,
Белгородская область,2016,1552417.0,0.2668,
Белгородская область,2017,1555513.0,0.27191,
Белгородская область,2018,1552936.0,0.27734,
Белгородская область,2019,1550883.0,0.28247,
Белгородская область,2020,1552957.0,0.27229,
Белгородская область,2021,830140.0,0.51294,
Белгородская область,2022,1536466.0,0.26297,
Белгородская область,2023,1514527.0,0.26909,
Белгородская область,2024,1500659.0,0.26131,
Белгородская область,2025,1482025.0,0.2671,
Брянская область,1990,1470953.0,0.23452,0.11653
Брянская область,1991,1457987.0,0.23932,0.11634
Брянская область,1992,1456025.0,0.24265,0.22816
Брянская область,1993,1460144.0,0.24582,0.11533
Брянская область,1994,1462308.0,0.24635,0.22477
Брянская область,1995,1469251.0,0.24478,0.11356
Брянская область,1996,1466792.0,0.24466,0.11131
Брянская область,1997,1459181.0,0.24657,0.10888
Брянская область,1998,1448275.0,0.24662,0.20914
Брянская область,1999,1437471.0,0.24476,0.20418
Брянская область,2000,1423178.0,0.24268,0.19784
Брянская область,2001,1407965.0,0.23943,0.19153
Брянская область,2002,1391430.0,0.23858,0.09499
Брянская область,2003,1375004.0,0.23653,0.17772
Брянская область,2004,1360249.0,0.23313,0.08764
Брянская область,2005,1344132.0,0.23232,0.08462
Брянская область,2006,1327652.0,0.23128,0.15995
Брянская область,2007,1312748.0,0.23204,0.07959
Брянская область,2008,1303343.0,0.23338,0.15376
Брянская область,2009,1294251.0,0.23469,0.15307
Брянская область,2010,1286540.0,0.23846,0.15375
Брянская область,2011,1275354.0,0.24272,0.15429
Брянская область,2012,1263667.0,0.24725,
Брянская область,2013,1252266.0,0.25193,
Брянская область,2014,1240554.0,0.25671,
Брянская область,2015,1230244.0,0.26179,
Брянская область,2016,1223136.0,0.26731,
Брянская область,2017,1217959.0,0.27138,
Брянская область,2018,1208191.0,0.27628,
Брянская область,2019,1197150.0,0.28149,
Брянская область,2020,1189210.0,0.27172,
Брянская область,2021,639599.0,0.50677,
Брянская область,2022,1164635.0,0.26205,
Брянская область,2023,1152505.0,0.268,
Брянская область,2024,1142404.0,0.25958,
Брянская область,2025,1132795.0,0.26512,
Владимирская область,1990,1657068.0,0.21583,0.11199
Владимирская область,1991,1654489.0,0.21982,0.11164
Владимирская область,1992,1647701.0,0.22391,0.21919
Владимирская область,1993,1642469.0,0.22899,0.10893
Владимирская область,1994,1634028.0,0.23268,0.21207
Владимирская область,1995,1630514.0,0.23448,0.1054
Владимирская область,1996,1623677.0,0.23752,0.1028
Владимирская область,1997,1612692.0,0.24147,0.10002
Владимирская область,1998,1602911.0,0.24274,0.1919
Владимирская область,1999,1592184.0,0.24191,0.18574
Владимирская область,2000,1575507.0,0.24085,0.17874
Владимирская область,2001,1558052.0,0.23983,0.17216
Владимирская область,2002,1539179.0,0.24169,0.08451
Владимирская область,2003,1520057.0,0.24136,0.15927
Владимирская область,2004,1509571.0,0.24009,0.07822
Владимирская область,2005,1497598.0,0.2417,0.07591
Владимирская область,2006,1486453.0,0.24297,0.14411
Владимирская область,2007,1475861.0,0.24552,0.07207
Владимирская область,2008,1466743.0,0.24819,0.14
Владимирская область,2009,1457937.0,0.25043,0.14064
Владимирская область,2010,1449773.0,0.25493,0.14238
Владимирская область,2011,1441129.0,0.25934,0.14361
Владимирская область,2012,1433524.0,0.26367,
Владимирская область,2013,1424967.0,0.26853,
Владимирская область,2014,1418179.0,0.27333,
Владимирская область,2015,1412104.0,0.27892,
Владимирская область,2016,1405518.0,0.28408,
Владимирская область,2017,1399793.0,0.28829,
Владимирская область,2018,1390199.0,0.29368,
Владимирская область,2019,1379438.0,0.29855,
Владимирская область,2020,1373726.0,0.28808,
Владимирская область,2021,743006.0,0.5328,
Владимирская область,2022,1342235.0,0.27808,
Владимирская область,2023,1325510.0,0.28236,
Владимирская область,2024,1309942.0,0.27338,
Владимирская область,2025,1297936.0,0.27726,
Волгоградская область,1990,2620147.0,0.20357,0.11838
Волгоградская область,1991,2641862.0,0.20681,0.11835
Волгоградская область,1992,2656164.0,0.2101,0.2309
Волгоградская область,1993,2676779.0,0.21363,0.11668
Волгоградская область,1994,2693887.0,0.21594,0.22519
Волгоградская область,1995,2717867.0,0.21635,0.11353
Волгоградская область,1996,2738015.0,0.21832,0.11181
Волгоградская область,1997,2746454.0,0.22114,0.10928
Волгоградская область,1998,2751385.0,0.22272,0.20911
Волгоградская область,1999,2750443.0,0.22259,0.20287
Волгоградская область,2000,2738531.0,0.2219,0.19505
Волгоградская область,2001,2725433.0,0.22137,0.1878
Волгоградская область,2002,2709610.0,0.22292,0.09243
Волгоградская область,2003,2694232.0,0.22272,0.17386
Волгоградская область,2004,2672392.0,0.22199,0.0859
Волгоградская область,2005,2656212.0,0.22239,0.0834
Волгоградская область,2006,2640392.0,0.22314,0.1603
Волгоградская область,2007,2629959.0,0.2256,0.07983
Волгоградская область,2008,2623128.0,0.22869,0.15533
Волгоградская область,2009,2618062.0,0.23193,0.15496
Волгоградская область,2010,2614165.0,0.23632,0.15523
Волгоградская область,2011,2607505.0,0.24027,0.156
Волгоградская область,2012,2598607.0,0.24406,
Волгоградская область,2013,2590684.0,0.24807,
Волгоградская область,2014,2580730.0,0.25226,
Волгоградская область,2015,2572907.0,0.25669,
Волгоградская область,2016,2565350.0,0.26143,
Волгоградская область,2017,2558529.0,0.26527,
Волгоградская область,2018,2548506.0,0.26922,
Волгоградская область,2019,2538685.0,0.27327,
Волгоградская область,2020,2526201.0,0.26384,
Волгоградская область,2021,1339231.0,0.49865,
Волгоградская область,2022,2492808.0,0.25239,
Волгоградская область,2023,2470057.0,0.25791,
Волгоградская область,2024,2453898.0,0.24971,
Волгоградская область,2025,2434046.0,0.25439,
Вологодская область,1990,1354471.0,0.20584,0.1245
Вологодская область,1991,1353799.0,0.2087,0.12442
Вологодская область,1992,1353220.0,0.2107,0.24304
Вологодская область,1993,1351869.0,0.21405,0.12182
Вологодская область,1994,1348063.0,0.21545,0.2356
Вологодская область,1995,1339926.0,0.21651,0.11752
Вологодская область,1996,1332505.0,0.21756,0.11494
Вологодская область,1997,1324722.0,0.21913,0.11195
Вологодская область,1998,1317144.0,0.21873,0.21408
Вологодская область,1999,1309832.0,0.21676,0.20713
Вологодская область,2000,1299611.0,0.21532,0.19982
Вологодская область,2001,1290370.0,0.21368,0.19304
Вологодская область,2002,1278543.0,0.21446,0.09545
Вологодская область,2003,1266848.0,0.2121,0.17878
Вологодская область,2004,1255924.0,0.20865,0.08814
Вологодская область,2005,1245769.0,0.20883,0.08524
Вологодская область,2006,1234940.0,0.20896,0.16103
Вологодская область,2007,1225780.0,0.21131,0.08097
Вологодская область,2008,1219775.0,0.21378,0.15705
Вологодская область,2009,1214135.0,0.21626,0.15815
Вологодская область,2010,1208364.0,0.22181,0.16079
Вологодская область,2011,1201190.0,0.22705,0.16333
Вологодская область,2012,1198383.0,0.23169,
Вологодская область,2013,1195927.0,0.23664,
Вологодская область,2014,1192996.0,0.2418,
Вологодская область,2015,1190529.0,0.24769,
Вологодская область,2016,1187182.0,0.25342,
Вологодская область,2017,1183305.0,0.25833,
Вологодская область,2018,1176028.0,0.26357,
Вологодская область,2019,1166946.0,0.26885,
Вологодская область,2020,1159573.0,0.25954,
Вологодская область,2021,622395.0,0.48776,
Вологодская область,2022,1138424.0,0.25198,
Вологодская область,2023,1128782.0,0.25715,
Вологодская область,2024,1121343.0,0.24865,
Вологодская область,2025,1115371.0,0.25276,
Воронежская область,1990,2471569.0,0.24793,0.10599
Воронежская область,1991,2469031.0,0.25071,0.10614
Воронежская область,1992,2467384.0,0.25371,0.20815
Воронежская область,1993,2478686.0,0.25596,0.1057
Воронежская область,1994,2488228.0,0.25723,0.20531
Воронежская область,1995,2494979.0,0.25745,0.10414
Воронежская область,1996,2490675.0,0.25907,0.10302
Воронежская область,1997,2484790.0,0.26145,0.10128
Воронежская область,1998,2470308.0,0.26156,0.19363
Воронежская область,1999,2458558.0,0.26048,0.18863
Воронежская область,2000,2441337.0,0.25843,0.18193
Воронежская область,2001,2422371.0,0.25649,0.17532
Воронежская область,2002,2397111.0,0.25743,0.08646
Воронежская область,2003,2374461.0,0.2556,0.16075
Воронежская область,2004,2367457.0,0.25269,0.07941
Воронежская область,2005,2364932.0,0.25182,0.07678
Воронежская область,2006,2360912.0,0.25073,0.14475
Воронежская область,2007,2353805.0,0.2522,0.07227
Воронежская область,2008,2344413.0,0.25421,0.13855
Воронежская область,2009,2338997.0,0.2557,0.13741
Воронежская область,2010,2334895.0,0.25926,0.13786
Воронежская область,2011,2334809.0,0.26154,0.13755
Воронежская область,2012,2332695.0,0.26456,
Воронежская область,2013,2332920.0,0.26808,
Воронежская область,2014,2332859.0,0.27175,
Воронежская область,2015,2336405.0,0.27563,
Воронежская область,2016,2340109.0,0.28005,
Воронежская область,2017,2343412.0,0.28393,
Воронежская область,2018,2343149.0,0.28786,
Воронежская область,2019,2338575.0,0.2921,
Воронежская область,2020,2336340.0,0.28195,
Воронежская область,2021,1249282.0,0.52948,
Воронежская область,2022,2302617.0,0.27142,
Воронежская область,2023,2285282.0,0.27558,
Воронежская область,2024,2273417.0,0.26638,
Воронежская область,2025,2260045.0,0.27061,
Еврейская автономная область,1990,218330.0,0.12823,0.15472
Еврейская автономная область,1991,219458.0,0.13372,0.15032
Еврейская автономная область,1992,220231.0,0.13615,0.29289
Еврейская автономная область,1993,217801.0,0.13932,0.14611
Еврейская автономная область,1994,215960.0,0.14161,0.28008
Еврейская автономная область,1995,209552.0,0.14534,0.13899
Еврейская автономная область,1996,207190.0,0.14773,0.13592
Еврейская автономная область,1997,204403.0,0.15053,0.1322
Еврейская автономная область,1998,201724.0,0.1528,0.25007
Еврейская автономная область,1999,199172.0,0.15392,0.24083
Еврейская автономная область,2000,195135.0,0.15474,0.23019
Еврейская автономная область,2001,193198.0,0.15548,0.22186
Еврейская автономная область,2002,191899.0,0.15746,0.10994
Еврейская автономная область,2003,190585.0,0.15839,0.207
Еврейская автономная область,2004,188412.0,0.1591,0.10125
Еврейская автономная область,2005,185763.0,0.16219,0.09788
Еврейская автономная область,2006,181653.0,0.16615,0.18656
Еврейская автономная область,2007,179405.0,0.17205,0.0931
Еврейская автономная область,2008,178711.0,0.17796,0.18078
Еврейская автономная область,2009,178148.0,0.18244,0.18247
Еврейская автономная область,2010,177500.0,0.18856,0.18496
Еврейская автономная область,2011,176304.0,0.19342,0.18581
Еврейская автономная область,2012,173918.0,0.19984,
Еврейская автономная область,2013,171709.0,0.20561,
Еврейская автономная область,2014,168953.0,0.21231,
Еврейская автономная область,2015,166437.0,0.21823,
Еврейская автономная область,2016,163860.0,0.2239,
Еврейская автономная область,2017,161626.0,0.22836,
Еврейская автономная область,2018,159098.0,0.23349,
Еврейская автономная область,2019,156655.0,0.23787,
Еврейская автономная область,2020,154714.0,0.22946,
Еврейская автономная область,2021,80924.0,0.43479,
Еврейская автономная область,2022,149580.0,0.21951,
Еврейская автономная область,2023,147458.0,0.22326,
Еврейская автономная область,2024,145802.0,0.21582,
Еврейская автономная область,2025,144428.0,0.21838,
Забайкальский край,1990,1320562.0,0.12966,0.15639
Забайкальский край,1991,1317948.0,0.13354,0.15493
Забайкальский край,1992,1307810.0,0.13792,0.30127
Забайкальский край,1993,1283764.0,0.14344,0.15
Забайкальский край,1994,1269690.0,0.14611,0.28893
Забайкальский край,1995,1256389.0,0.14806,0.14384
Забайкальский край,1996,1247668.0,0.15082,0.14118
Забайкальский край,1997,1234397.0,0.15316,0.13785
Забайкальский край,1998,1219795.0,0.15415,0.26379
Забайкальский край,1999,1207030.0,0.15361,0.25518
Забайкальский край,2000,1192819.0,0.15226,0.2465
Забайкальский край,2001,1178824.0,0.15157,0.23997
Забайкальский край,2002,1165435.0,0.15214,0.11917
Забайкальский край,2003,1152596.0,0.15167,0.2268
Забайкальский край,2004,1142687.0,0.15062,0.11161
Забайкальский край,2005,1132780.0,0.15144,0.10815
Забайкальский край,2006,1123327.0,0.15269,0.20793
Забайкальский край,2007,1115143.0,0.1557,0.10364
Забайкальский край,2008,1111439.0,0.1588,0.20222
Забайкальский край,2009,1109196.0,0.16179,0.20368
Забайкальский край,2010,1108973.0,0.16688,0.206
Забайкальский край,2011,1106155.0,0.17152,0.20686
Забайкальский край,2012,1095494.0,0.17626,
Забайкальский край,2013,1087404.0,0.18103,
Забайкальский край,2014,1078755.0,0.18632,
Забайкальский край,2015,1072136.0,0.19185,
Забайкальский край,2016,1063929.0,0.19696,
Забайкальский край,2017,1056021.0,0.20166,
Забайкальский край,2018,1045988.0,0.20614,
Забайкальский край,2019,1035087.0,0.2101,
Забайкальский край,2020,1025093.0,0.20158,
Забайкальский край,2021,535106.0,0.38651,
Забайкальский край,2022,1000520.0,0.1929,
Забайкальский край,2023,992429.0,0.19572,
Забайкальский край,2024,984395.0,0.18776,
Забайкальский край,2025,983838.0,0.18938,
Ивановская область,1990,1295215.0,0.23865,0.10733
Ивановская область,1991,1292642.0,0.24167,0.10712
Ивановская область,1992,1285299.0,0.24419,0.20927
Ивановская область,1993,1279087.0,0.24814,0.10513
Ивановская область,1994,1269218.0,0.25063,0.20321
Ивановская область,1995,1260347.0,0.25234,0.10183
Ивановская область,1996,1248793.0,0.25456,0.1001
Ивановская область,1997,1235701.0,0.25722,0.09791
Ивановская область,1998,1222691.0,0.25714,0.1865
Ивановская область,1999,1210603.0,0.25518,0.18089
Ивановская область,2000,1194595.0,0.25225,0.17363
Ивановская область,2001,1178969.0,0.2503,0.16747
Ивановская область,2002,1161861.0,0.25145,0.0828
Ивановская область,2003,1144540.0,0.24979,0.15568
Ивановская область,2004,1131027.0,0.247,0.07772
Ивановская область,2005,1116739.0,0.2475,0.07621
Ивановская область,2006,1101862.0,0.24797,0.14437
Ивановская область,2007,1089837.0,0.25004,0.07233
Ивановская область,2008,1081112.0,0.25205,0.13918
Ивановская область,2009,1074309.0,0.25311,0.13902
Ивановская область,2010,1067788.0,0.25723,0.14019
Ивановская область,2011,1060109.0,0.26105,0.14189
Ивановская область,2012,1049092.0,0.26541,
Ивановская область,2013,1039164.0,0.26968,
Ивановская область,2014,1028524.0,0.27398,
Ивановская область,2015,1017366.0,0.27907,
Ивановская область,2016,1005262.0,0.28458,
Ивановская область,2017,993840.0,0.28902,
Ивановская область,2018,980565.0,0.29397,
Ивановская область,2019,965305.0,0.29907,
Ивановская область,2020,953613.0,0.28892,
Ивановская область,2021,518485.0,0.52848,
Ивановская область,2022,924114.0,0.27841,
Ивановская область,2023,914725.0,0.28232,
Ивановская область,2024,905900.0,0.27308,
Ивановская область,2025,898490.0,0.27689,
Иркутская область,1990,2794858.0,0.1379,0.14329
Иркутская область,1991,2797005.0,0.14192,0.14217
Иркутская область,1992,2793856.0,0.14605,0.27734
Иркутская область,1993,2784043.0,0.15099,0.13871
Иркутская область,1994,2764225.0,0.15462,0.2683
Иркутская область,1995,2748073.0,0.15766,0.1337
Иркутская область,1996,2727374.0,0.16092,0.13123
Иркутская область,1997,2708178.0,0.16425,0.12832
Иркутская область,1998,2686284.0,0.16672,0.24605
Иркутская область,1999,2667886.0,0.16743,0.23834
Иркутская область,2000,2644022.0,0.16738,0.23046
Иркутская область,2001,2623183.0,0.16717,0.22371
Иркутская область,2002,2599675.0,0.16851,0.111
Иркутская область,2003,2577702.0,0.16909,0.20952
Иркутская область,2004,2552298.0,0.16937,0.10347
Иркутская область,2005,2524080.0,0.17158,0.10046
Иркутская область,2006,2492143.0,0.17392,0.19069
Иркутская область,2007,2467383.0,0.17805,0.09532
Иркутская область,2008,2455410.0,0.18228,0.1844
Иркутская область,2009,2448287.0,0.18602,0.18559
Иркутская область,2010,2440391.0,0.19125,0.18845
Иркутская область,2011,2427954.0,0.19635,0.18961
Иркутская область,2012,2424973.0,0.20119,
Иркутская область,2013,2423212.0,0.20623,
Иркутская область,2014,2420102.0,0.21133,
Иркутская область,2015,2417235.0,0.21669,
Иркутская область,2016,2415690.0,0.22186,
Иркутская область,2017,2412359.0,0.22662,
Иркутская область,2018,2408221.0,0.23111,
Иркутская область,2019,2402358.0,0.23515,
Иркутская область,2020,2396358.0,0.2263,
Иркутская область,2021,1288434.0,0.42318,
Иркутская область,2022,2363447.0,0.21748,
Иркутская область,2023,2344360.0,0.22081,
Иркутская область,2024,2330537.0,0.21283,
Иркутская область,2025,2322292.0,0.21544,
Кабардино-Балкарская Республика,1990,762288.0,0.14675,0.1515
Кабардино-Балкарская Республика,1991,780768.0,0.14784,0.15182
Кабардино-Балкарская Республика,1992,794380.0,0.14895,0.29911
Кабардино-Балкарская Республика,1993,803318.0,0.15203,0.15168
Кабардино-Балкарская Республика,1994,810033.0,0.15515,0.29641
Кабардино-Балкарская Республика,1995,821149.0,0.15737,0.1487
Кабардино-Балкарская Республика,1996,834504.0,0.15883,0.14717
Кабардино-Балкарская Республика,1997,846310.0,0.15997,0.1443
Кабардино-Балкарская Республика,1998,860502.0,0.16144,0.27927
Кабардино-Балкарская Республика,1999,870822.0,0.16055,0.27067
Кабардино-Балкарская Республика,2000,878990.0,0.15934,0.26145
Кабардино-Балкарская Республика,2001,886698.0,0.15752,0.25252
Кабардино-Балкарская Республика,2002,894356.0,0.15605,0.12327
Кабардино-Балкарская Республика,2003,901051.0,0.15533,0.23579
Кабардино-Балкарская Республика,2004,889639.0,0.15552,0.11564
Кабардино-Балкарская Республика,2005,877308.0,0.15596,0.11293
Кабардино-Балкарская Республика,2006,866158.0,0.15685,0.21732
Кабардино-Балкарская Республика,2007,858460.0,0.15765,0.10641
Кабардино-Балкарская Республика,2008,857282.0,0.15911,0.20681
Кабардино-Балкарская Республика,2009,858126.0,0.1606,0.20459
Кабардино-Балкарская Республика,2010,859576.0,0.16346,0.20484
Кабардино-Балкарская Республика,2011,859792.0,0.16674,0.20597
Кабардино-Балкарская Республика,2012,861693.0,0.16907,
Кабардино-Балкарская Республика,2013,864962.0,0.17228,
Кабардино-Балкарская Республика,2014,867426.0,0.17572,
Кабардино-Балкарская Республика,2015,872785.0,0.17975,
Кабардино-Балкарская Республика,2016,878479.0,0.18494,
Кабардино-Балкарская Республика,2017,883958.0,0.18902,
Кабардино-Балкарская Республика,2018,888508.0,0.1933,
Кабардино-Балкарская Республика,2019,892176.0,0.19796,
Кабардино-Балкарская Республика,2020,897344.0,0.18956,
Кабардино-Балкарская Республика,2021,473974.0,0.36632,
Кабардино-Балкарская Республика,2022,904338.0,0.18281,
Кабардино-Балкарская Республика,2023,903266.0,0.19066,
Кабардино-Балкарская Республика,2024,905464.0,0.18441,
Кабардино-Балкарская Республика,2025,908214.0,0.18952,
Калининградская область,1990,881211.0,0.17176,0.11785
Калининградская область,1991,890627.0,0.1758,0.11769
Калининградская область,1992,898578.0,0.18003,0.23065
Калининградская область,1993,911348.0,0.18354,0.11684
Калининградская область,1994,919306.0,0.18599,0.22501
Калининградская область,1995,933735.0,0.18675,0.11398
Калининградская область,1996,940242.0,0.18914,0.11174
Калининградская область,1997,944252.0,0.19261,0.10874
Калининградская область,1998,952698.0,0.19444,0.20594
Калининградская область,1999,961257.0,0.19377,0.19979
Калининградская область,2000,958782.0,0.19366,0.1917
Калининградская область,2001,957533.0,0.19324,0.18418
Калининградская область,2002,955449.0,0.19445,0.09095
Калининградская область,2003,954093.0,0.19448,0.1706
Калининградская область,2004,947887.0,0.19477,0.08464
Калининградская область,2005,942098.0,0.19706,0.08241
Калининградская область,2006,936574.0,0.19977,0.15711
Калининградская область,2007,934330.0,0.20413,0.07901
Калининградская область,2008,935297.0,0.20841,0.15286
Калининградская область,2009,936613.0,0.21175,0.15301
Калининградская область,2010,938633.0,0.21664,0.15425
