region,period,total_pop,share_older,share_child
Псковская область,2015,644696.0,0.28477,
Псковская область,2016,638613.0,0.29013,
Псковская область,2017,632829.0,0.29377,
Псковская область,2018,625776.0,0.29862,
Псковская область,2019,617466.0,0.30421,
Псковская область,2020,612495.0,0.29331,
Псковская область,2021,330231.0,0.5429,
Псковская область,2022,596899.0,0.28218,
Псковская область,2023,587786.0,0.28696,
Псковская область,2024,581147.0,0.27719,
Псковская область,2025,574480.0,0.28125,
Республика Адыгея,1990,434788.0,0.21139,0.12589
Республика Адыгея,1991,436598.0,0.21427,0.12523
Республика Адыгея,1992,441280.0,0.21489,0.24592
Республика Адыгея,1993,446191.0,0.21706,0.12422
Республика Адыгея,1994,448480.0,0.2182,0.24187
Республика Адыгея,1995,449864.0,0.22025,0.12153
Республика Адыгея,1996,450358.0,0.22383,0.12028
Республика Адыгея,1997,450075.0,0.22674,0.11822
Республика Адыгея,1998,450810.0,0.2278,0.22672
Республика Адыгея,1999,450358.0,0.2279,0.22093
Республика Адыгея,2000,449052.0,0.2269,0.21317
Республика Адыгея,2001,447327.0,0.22576,0.20615
Республика Адыгея,2002,446628.0,0.22536,0.10228
Республика Адыгея,2003,446828.0,0.22384,0.19259
Республика Адыгея,2004,444848.0,0.22251,0.09604
Республика Адыгея,2005,443300.0,0.22243,0.09414
Республика Адыгея,2006,440993.0,0.22276,0.18027
Республика Адыгея,2007,438603.0,0.22414,0.09094
Республика Адыгея,2008,437900.0,0.22606,0.17655
Республика Адыгея,2009,439380.0,0.22711,0.17537
Республика Адыгея,2010,439760.0,0.22999,0.17597
Республика Адыгея,2011,439935.0,0.23297,0.1783
Республика Адыгея,2012,445029.0,0.23421,
Республика Адыгея,2013,449751.0,0.23583,
Республика Адыгея,2014,454421.0,0.23816,
Республика Адыгея,2015,459921.0,0.24031,
Республика Адыгея,2016,465278.0,0.2439,
Республика Адыгея,2017,469850.0,0.24661,
Республика Адыгея,2018,472554.0,0.24948,
Республика Адыгея,2019,476597.0,0.25213,
Республика Адыгея,2020,487559.0,0.23896,
Республика Адыгея,2021,260753.0,0.4531,
Республика Адыгея,2022,498285.0,0.22729,
Республика Адыгея,2023,497985.0,0.23188,
Республика Адыгея,2024,500591.0,0.22327,
Республика Адыгея,2025,500731.0,0.22677,
Республика Алтай,1990,193275.0,0.15052,0.16386
Республика Алтай,1991,195577.0,0.15375,0.16148
Республика Алтай,1992,196962.0,0.15594,0.3175
Республика Алтай,1993,196371.0,0.15864,0.15791
Республика Алтай,1994,196977.0,0.15893,0.30831
Республика Алтай,1995,198542.0,0.15834,0.15514
Республика Алтай,1996,199879.0,0.15648,0.15128
Республика Алтай,1997,199933.0,0.15543,0.14849
Республика Алтай,1998,200461.0,0.15318,0.28799
Республика Алтай,1999,201699.0,0.15065,0.28129
Республика Алтай,2000,202441.0,0.14774,0.27448
Республика Алтай,2001,203030.0,0.14504,0.26899
Республика Алтай,2002,202945.0,0.14247,0.13424
Республика Алтай,2003,203038.0,0.13931,0.25625
Республика Алтай,2004,202571.0,0.13669,0.12541
Республика Алтай,2005,202333.0,0.13568,0.1207
Республика Алтай,2006,201674.0,0.13514,0.23457
Республика Алтай,2007,201744.0,0.13643,0.11727
Республика Алтай,2008,203128.0,0.13805,0.23562
Республика Алтай,2009,204687.0,0.13989,0.24063
Республика Алтай,2010,205386.0,0.14442,0.24652
Республика Алтай,2011,206530.0,0.14908,0.25114
Республика Алтай,2012,207439.0,0.15402,
Республика Алтай,2013,208337.0,0.15867,
Республика Алтай,2014,208627.0,0.16395,
Республика Алтай,2015,209676.0,0.16938,
Республика Алтай,2016,210143.0,0.17483,
Республика Алтай,2017,211004.0,0.18023,
Республика Алтай,2018,211097.0,0.18593,
Республика Алтай,2019,210940.0,0.19087,
Республика Алтай,2020,211313.0,0.18294,
Республика Алтай,2021,111543.0,0.35211,
Республика Алтай,2022,210808.0,0.17604,
Республика Алтай,2023,210769.0,0.17888,
Республика Алтай,2024,210765.0,0.17205,
Республика Алтай,2025,210095.0,0.17555,
Республика Башкортостан,1990,3941321.0,0.17737,0.13624
Республика Башкортостан,1991,3962282.0,0.18209,0.13577
Республика Башкортостан,1992,3987884.0,0.18665,0.2669
Республика Башкортостан,1993,4022150.0,0.19045,0.13423
Республика Башкортостан,1994,4037178.0,0.19303,0.26257
Республика Башкортостан,1995,4062622.0,0.19471,0.13193
Республика Башкортостан,1996,4084473.0,0.1963,0.12993
Республика Башкортостан,1997,4098089.0,0.19825,0.12777
Республика Башкортостан,1998,4107790.0,0.19842,0.2469
Республика Башкортостан,1999,4117545.0,0.19722,0.24171
Республика Башкортостан,2000,4119810.0,0.19548,0.23454
Республика Башкортостан,2001,4115176.0,0.19363,0.22732
Республика Башкортостан,2002,4108249.0,0.19359,0.11182
Республика Башкортостан,2003,4102274.0,0.19236,0.2106
Республика Башкортостан,2004,4094215.0,0.19003,0.1026
Республика Башкортостан,2005,4081349.0,0.18942,0.09862
Республика Башкортостан,2006,4066257.0,0.18898,0.18704
Республика Башкортостан,2007,4053439.0,0.19112,0.09254
Республика Башкортостан,2008,4054821.0,0.19325,0.17999
Республика Башкортостан,2009,4059373.0,0.19466,0.17972
Республика Башкортостан,2010,4068545.0,0.19824,0.18109
Республика Башкортостан,2011,4072085.0,0.20157,0.18276
Республика Башкортостан,2012,4072570.0,0.20577,
Республика Башкортостан,2013,4077986.0,0.21072,
Республика Башкортостан,2014,4095306.0,0.21531,
Республика Башкортостан,2015,4105743.0,0.22094,
Республика Башкортостан,2016,4113955.0,0.22724,
Республика Башкортостан,2017,4118817.0,0.23313,
Республика Башкортостан,2018,4122748.0,0.23933,
Республика Башкортостан,2019,4118072.0,0.246,
Республика Башкортостан,2020,4112834.0,0.23783,
Республика Башкортостан,2021,2164929.0,0.45884,
Республика Башкортостан,2022,4091621.0,0.23097,
Республика Башкортостан,2023,4077600.0,0.23793,
Республика Башкортостан,2024,4064361.0,0.23036,
Республика Башкортостан,2025,4042377.0,0.23649,
Республика Бурятия,1990,1048063.0,0.1274,0.16022
Республика Бурятия,1991,1052038.0,0.13065,0.15886
Республика Бурятия,1992,1052030.0,0.13443,0.30902
Республика Бурятия,1993,1046176.0,0.13875,0.15391
Республика Бурятия,1994,1039946.0,0.14163,0.29646
Республика Бурятия,1995,1037366.0,0.14349,0.14727
Республика Бурятия,1996,1033258.0,0.14607,0.14441
Республика Бурятия,1997,1028533.0,0.14842,0.1411
Республика Бурятия,1998,1020468.0,0.14993,0.26967
Республика Бурятия,1999,1013433.0,0.15003,0.26068
Республика Бурятия,2000,1004808.0,0.14951,0.25184
Республика Бурятия,2001,996912.0,0.14932,0.24408
Республика Бурятия,2002,987289.0,0.14986,0.12088
Республика Бурятия,2003,979605.0,0.14962,0.22854
Республика Бурятия,2004,974561.0,0.1487,0.11226
Республика Бурятия,2005,970994.0,0.14916,0.10821
Республика Бурятия,2006,966914.0,0.14984,0.20588
Республика Бурятия,2007,964581.0,0.15216,0.1028
Республика Бурятия,2008,965156.0,0.15556,0.20132
Республика Бурятия,2009,966595.0,0.15887,0.20386
Республика Бурятия,2010,969736.0,0.16352,0.20885
Республика Бурятия,2011,971538.0,0.16763,0.21293
Республика Бурятия,2012,971309.0,0.17236,
Республика Бурятия,2013,971260.0,0.17723,
Республика Бурятия,2014,972842.0,0.18231,
Республика Бурятия,2015,976949.0,0.1874,
Республика Бурятия,2016,980157.0,0.19264,
Республика Бурятия,2017,981569.0,0.19767,
Республика Бурятия,2018,981287.0,0.20257,
Республика Бурятия,2019,979541.0,0.2071,
Республика Бурятия,2020,982098.0,0.19865,
Республика Бурятия,2021,520413.0,0.37994,
Республика Бурятия,2022,977951.0,0.1918,
Республика Бурятия,2023,974628.0,0.19542,
Республика Бурятия,2024,971922.0,0.18822,
Республика Бурятия,2025,971139.0,0.19138,
Республика Дагестан,1990,1820164.0,0.12311,0.18254
Республика Дагестан,1991,1875345.0,0.1255,0.18235
Республика Дагестан,1992,1937297.0,0.12659,0.36055
Республика Дагестан,1993,1990359.0,0.12769,0.18112
Республика Дагестан,1994,2033523.0,0.12815,0.35737
Республика Дагестан,1995,2200039.0,0.12408,0.1797
Республика Дагестан,1996,2218427.0,0.12262,0.18097
Республика Дагестан,1997,2283187.0,0.12139,0.18024
Республика Дагестан,1998,2332837.0,0.12047,0.35309
Республика Дагестан,1999,2392292.0,0.11748,0.34693
Республика Дагестан,2000,2442609.0,0.11463,0.33763
Республика Дагестан,2001,2486002.0,0.11271,0.32741
Республика Дагестан,2002,2536077.0,0.11068,0.1597
Республика Дагестан,2003,2581412.0,0.10937,0.30548
Республика Дагестан,2004,2617502.0,0.10685,0.15115
Республика Дагестан,2005,2652711.0,0.10481,0.14866
Республика Дагестан,2006,2692619.0,0.10398,0.28856
Республика Дагестан,2007,2735837.0,0.10296,0.14306
Республика Дагестан,2008,2788600.0,0.10329,0.27848
Республика Дагестан,2009,2826525.0,0.10414,0.27497
Республика Дагестан,2010,2868759.0,0.10555,0.27306
Республика Дагестан,2011,2914204.0,0.10787,0.27002
Республика Дагестан,2012,2934613.0,0.11059,
Республика Дагестан,2013,2953659.0,0.11329,
Республика Дагестан,2014,2975021.0,0.11673,
Республика Дагестан,2015,3004924.0,0.12096,
Республика Дагестан,2016,3032478.0,0.12651,
Республика Дагестан,2017,3061334.0,0.13099,
Республика Дагестан,2018,3086574.0,0.13638,
Республика Дагестан,2019,3112988.0,0.14229,
Республика Дагестан,2020,3140888.0,0.13744,
Республика Дагестан,2021,1607261.0,0.27922,
Республика Дагестан,2022,3186902.0,0.13242,
Республика Дагестан,2023,3209781.0,0.14002,
Республика Дагестан,2024,3232224.0,0.13576,
Республика Дагестан,2025,3259890.0,0.14136,
Республика Ингушетия,1990,189340.0,0.11373,0.18841
Республика Ингушетия,1991,192642.0,0.11497,0.19008
Республика Ингушетия,1992,194105.0,0.11505,0.3787
Республика Ингушетия,1993,195821.0,0.11326,0.19238
Республика Ингушетия,1994,194171.0,0.11043,0.37741
Республика Ингушетия,1995,263092.0,0.09519,0.17476
Республика Ингушетия,1996,282342.0,0.09693,0.17423
Республика Ингушетия,1997,291209.0,0.09711,0.17319
Республика Ингушетия,1998,296294.0,0.09602,0.35786
Республика Ингушетия,1999,301745.0,0.09394,0.36491
Республика Ингушетия,2000,340028.0,0.09471,0.36509
Республика Ингушетия,2001,445443.0,0.08123,0.34361
Республика Ингушетия,2002,455519.0,0.07855,0.17255
Республика Ингушетия,2003,468773.0,0.0757,0.36257
Республика Ингушетия,2004,451933.0,0.07549,0.16973
Республика Ингушетия,2005,433685.0,0.07551,0.16385
Республика Ингушетия,2006,417392.0,0.07585,0.33372
Республика Ингушетия,2007,406739.0,0.07639,0.14945
Республика Ингушетия,2008,406621.0,0.07841,0.31886
Республика Ингушетия,2009,409210.0,0.08013,0.31573
Республика Ингушетия,2010,411736.0,0.08228,0.31621
Республика Ингушетия,2011,414524.0,0.08706,0.31544
Республика Ингушетия,2012,429263.0,0.08764,
Республика Ингушетия,2013,440071.0,0.08897,
Республика Ингушетия,2014,449639.0,0.09042,
Республика Ингушетия,2015,459335.0,0.09204,
Республика Ингушетия,2016,467128.0,0.09607,
Республика Ингушетия,2017,473639.0,0.09808,
Республика Ингушетия,2018,480034.0,0.0998,
Республика Ингушетия,2019,488197.0,0.10199,
Республика Ингушетия,2020,496679.0,0.09502,
Республика Ингушетия,2021,255263.0,0.18953,
Республика Ингушетия,2022,511316.0,0.08807,
Республика Ингушетия,2023,519078.0,0.09755,
Республика Ингушетия,2024,527220.0,0.09456,
Республика Ингушетия,2025,534491.0,0.09904,
Республика Калмыкия,1990,325040.0,0.11246,0.16523
Республика Калмыкия,1991,327956.0,0.11746,0.16475
Республика Калмыкия,1992,325524.0,0.12328,0.32195
Республика Калмыкия,1993,319605.0,0.12883,0.16398
Республика Калмыкия,1994,318032.0,0.13258,0.31732
Республика Калмыкия,1995,316633.0,0.1363,0.15915
Республика Калмыкия,1996,314656.0,0.14083,0.15495
Республика Калмыкия,1997,313103.0,0.14418,0.15033
Республика Калмыкия,1998,312031.0,0.14716,0.28812
Республика Калмыкия,1999,310457.0,0.14775,0.27975
Республика Калмыкия,2000,308347.0,0.14749,0.27083
Республика Калмыкия,2001,307281.0,0.14635,0.26133
Республика Калмыкия,2002,297583.0,0.14677,0.13003
Республика Калмыкия,2003,291850.0,0.14533,0.2461
Республика Калмыкия,2004,292168.0,0.14395,0.11951
Республика Калмыкия,2005,293179.0,0.14421,0.11391
Республика Калмыкия,2006,293515.0,0.14434,0.21376
Республика Калмыкия,2007,293011.0,0.14613,0.105
Республика Калмыкия,2008,291654.0,0.14862,0.20261
Республика Калмыкия,2009,290277.0,0.152,0.20162
Республика Калмыкия,2010,289672.0,0.15741,0.20173
Республика Калмыкия,2011,288902.0,0.16198,0.20443
Республика Калмыкия,2012,286372.0,0.16868,
Республика Калмыкия,2013,283566.0,0.17602,
Республика Калмыкия,2014,281276.0,0.18367,
Республика Калмыкия,2015,279721.0,0.1922,
Республика Калмыкия,2016,277811.0,0.20119,
Республика Калмыкия,2017,276876.0,0.20953,
Республика Калмыкия,2018,274494.0,0.21816,
Республика Калмыкия,2019,271721.0,0.22691,
Республика Калмыкия,2020,270151.0,0.2193,
Республика Калмыкия,2021,139454.0,0.43543,
Республика Калмыкия,2022,266432.0,0.21535,
Республика Калмыкия,2023,264483.0,0.22276,
Республика Калмыкия,2024,266770.0,0.21321,
Республика Калмыкия,2025,267588.0,0.21894,
Республика Карелия,1990,791719.0,0.16396,0.12992
Республика Карелия,1991,791459.0,0.16833,0.12895
Республика Карелия,1992,789509.0,0.1728,0.25064
Республика Карелия,1993,786088.0,0.17785,0.1249
Республика Карелия,1994,778118.0,0.18156,0.24137
Республика Карелия,1995,770690.0,0.18357,0.12006
Республика Карелия,1996,763360.0,0.18602,0.11745
Республика Карелия,1997,756003.0,0.18928,0.11445
Республика Карелия,1998,749837.0,0.19077,0.21802
Республика Карелия,1999,743573.0,0.19041,0.20994
Республика Карелия,2000,735462.0,0.18982,0.20114
Республика Карелия,2001,728813.0,0.18867,0.19339
Республика Карелия,2002,721538.0,0.19042,0.09559
Республика Карелия,2003,715213.0,0.19026,0.17856
Республика Карелия,2004,702847.0,0.1901,0.08771
Республика Карелия,2005,689601.0,0.19415,0.08455
Республика Карелия,2006,676041.0,0.19839,0.15918
Республика Карелия,2007,665032.0,0.20413,0.07973
Республика Карелия,2008,659404.0,0.20962,0.15478
Республика Карелия,2009,653766.0,0.21453,0.15619
Республика Карелия,2010,648718.0,0.2221,0.15849
Республика Карелия,2011,642582.0,0.22879,0.16046
Республика Карелия,2012,635036.0,0.23687,
Республика Карелия,2013,625714.0,0.24429,
Республика Карелия,2014,615916.0,0.25239,
Республика Карелия,2015,607550.0,0.26082,
Республика Карелия,2016,596247.0,0.2695,
Республика Карелия,2017,585783.0,0.27707,
Республика Карелия,2018,571854.0,0.28425,
Республика Карелия,2019,559416.0,0.29145,
Республика Карелия,2020,550721.0,0.28357,
Республика Карелия,2021,298468.0,0.52363,
Республика Карелия,2022,532384.0,0.27603,
Республика Карелия,2023,527880.0,0.2799,
Республика Карелия,2024,523856.0,0.27032,
Республика Карелия,2025,518950.0,0.27516,
Республика Коми,1990,1248891.0,0.10262,0.14219
Республика Коми,1991,1239885.0,0.10711,0.14124
Республика Коми,1992,1222134.0,0.11231,0.27395
Республика Коми,1993,1206079.0,0.11813,0.13736
Республика Коми,1994,1192063.0,0.12211,0.26211
Республика Коми,1995,1156750.0,0.12647,0.13129
Республика Коми,1996,1132650.0,0.13009,0.12785
Республика Коми,1997,1115737.0,0.13384,0.12403
Республика Коми,1998,1095723.0,0.13707,0.23565
Республика Коми,1999,1077990.0,0.1386,0.22777
Республика Коми,2000,1057873.0,0.14001,0.21916
Республика Коми,2001,1042880.0,0.13959,0.21124
Республика Коми,2002,1029644.0,0.14104,0.10434
Республика Коми,2003,1016040.0,0.14053,0.1958
Республика Коми,2004,999857.0,0.14085,0.09611
Республика Коми,2005,982890.0,0.14411,0.09309
Республика Коми,2006,962952.0,0.14762,0.1773
Республика Коми,2007,944816.0,0.15278,0.08914
Республика Коми,2008,934867.0,0.15795,0.17275
Республика Коми,2009,922321.0,0.16248,0.17374
Республика Коми,2010,911977.0,0.16989,0.17605
Республика Коми,2011,899215.0,0.17697,0.17794
Республика Коми,2012,883075.0,0.18469,
Республика Коми,2013,867181.0,0.19301,
Республика Коми,2014,852106.0,0.20105,
Республика Коми,2015,838068.0,0.20958,
Республика Коми,2016,824084.0,0.21834,
Республика Коми,2017,811491.0,0.22631,
Республика Коми,2018,795815.0,0.2345,
Республика Коми,2019,779106.0,0.24286,
Республика Коми,2020,763404.0,0.2359,
Республика Коми,2021,402518.0,0.45029,
Республика Коми,2022,734363.0,0.23172,
Республика Коми,2023,726434.0,0.23775,
Республика Коми,2024,720610.0,0.22997,
Республика Коми,2025,714785.0,0.2351,
Республика Крым,2012,0.0,,
Республика Крым,2013,0.0,,
Республика Крым,2014,0.0,,
Республика Крым,2015,1895915.0,0.26983,
Республика Крым,2016,1912596.0,0.27244,
Республика Крым,2017,1922846.0,0.27497,
Республика Крым,2018,1929621.0,0.27777,
Республика Крым,2019,1932788.0,0.28036,
Республика Крым,2020,1938630.0,0.26906,
Республика Крым,2021,1038041.0,0.50291,
Республика Крым,2022,1931091.0,0.25636,
Республика Крым,2023,1916805.0,0.25932,
Республика Крым,2024,1909499.0,0.25054,
Республика Крым,2025,1902249.0,0.25384,
Республика Марий Эл,1990,753698.0,0.17513,0.13781
Республика Марий Эл,1991,755359.0,0.17779,0.13724
Республика Марий Эл,1992,757351.0,0.18053,0.26812
Республика Марий Эл,1993,758363.0,0.18426,0.13435
Республика Марий Эл,1994,757680.0,0.18624,0.26046
Республика Марий Эл,1995,757834.0,0.18777,0.13017
Республика Марий Эл,1996,756329.0,0.18958,0.12707
Республика Марий Эл,1997,753448.0,0.19132,0.12375
Республика Марий Эл,1998,750454.0,0.19169,0.23732
Республика Марий Эл,1999,747446.0,0.19009,0.23039
Республика Марий Эл,2000,743828.0,0.18838,0.22183
Республика Марий Эл,2001,739091.0,0.18653,0.21366
Республика Марий Эл,2002,732774.0,0.18669,0.10468
Республика Марий Эл,2003,726730.0,0.18601,0.19492
Республика Марий Эл,2004,722703.0,0.18475,0.09456
Республика Марий Эл,2005,718260.0,0.18493,0.09026
Республика Марий Эл,2006,713422.0,0.18526,0.17019
Республика Марий Эл,2007,708546.0,0.18793,0.0842
Республика Марий Эл,2008,704949.0,0.19138,0.16283
Республика Марий Эл,2009,701609.0,0.19513,0.163
Республика Марий Эл,2010,699389.0,0.2007,0.16486
Республика Марий Эл,2011,695482.0,0.20635,0.16691
Республика Марий Эл,2012,692937.0,0.21259,
Республика Марий Эл,2013,691286.0,0.21945,
Республика Марий Эл,2014,690057.0,0.22622,
Республика Марий Эл,2015,689240.0,0.23364,
Республика Марий Эл,2016,688111.0,0.24118,
Республика Марий Эл,2017,687366.0,0.24782,
Республика Марий Эл,2018,685451.0,0.25496,
Республика Марий Эл,2019,683934.0,0.26159,
Республика Марий Эл,2020,683437.0,0.25295,
Республика Марий Эл,2021,363292.0,0.48335,
Республика Марий Эл,2022,676351.0,0.24698,
Республика Марий Эл,2023,672321.0,0.25399,
Республика Марий Эл,2024,669854.0,0.24616,
Республика Марий Эл,2025,666202.0,0.25243,
Республика Мордовия,1990,963778.0,0.20969,0.11987
Республика Мордовия,1991,962340.0,0.21188,0.11954
Республика Мордовия,1992,960443.0,0.2146,0.23365
Республика Мордовия,1993,960671.0,0.2174,0.11736
Республика Мордовия,1994,958247.0,0.21971,0.22728
Республика Мордовия,1995,954348.0,0.22096,0.11382
Республика Мордовия,1996,949061.0,0.2232,0.11088
Республика Мордовия,1997,942694.0,0.2255,0.1079
Республика Мордовия,1998,935013.0,0.22558,0.20788
Республика Мордовия,1999,927437.0,0.22441,0.20186
Республика Мордовия,2000,918443.0,0.22244,0.1951
Республика Мордовия,2001,908152.0,0.22046,0.18882
Республика Мордовия,2002,897136.0,0.22161,0.09266
Республика Мордовия,2003,886165.0,0.22124,0.17368
Республика Мордовия,2004,878299.0,0.21927,0.08444
Республика Мордовия,2005,871848.0,0.21827,0.08106
Республика Мордовия,2006,864704.0,0.21738,0.15274
Республика Мордовия,2007,857903.0,0.21917,0.07528
Республика Мордовия,2008,851658.0,0.22231,0.14519
Республика Мордовия,2009,844962.0,0.22568,0.14389
Республика Мордовия,2010,839184.0,0.2304,0.1438
Республика Мордовия,2011,833263.0,0.23483,0.14429
Республика Мордовия,2012,826272.0,0.24073,
Республика Мордовия,2013,820385.0,0.2474,
Республика Мордовия,2014,814971.0,0.25433,
Республика Мордовия,2015,812691.0,0.26151,
Республика Мордовия,2016,812375.0,0.26834,
Республика Мордовия,2017,814359.0,0.27419,
Республика Мордовия,2018,811820.0,0.28109,
Республика Мордовия,2019,803333.0,0.29053,
Республика Мордовия,2020,798993.0,0.28251,
Республика Мордовия,2021,423320.0,0.53893,
Республика Мордовия,2022,781440.0,0.27805,
Республика Мордовия,2023,771373.0,0.28668,
Республика Мордовия,2024,765891.0,0.27855,
Республика Мордовия,2025,758895.0,0.28598,
Республика Саха (Якутия),1990,1111480.0,0.06695,0.16498
Республика Саха (Якутия),1991,1118983.0,0.0705,0.1637
Республика Саха (Якутия),1992,1100342.0,0.07559,0.31891
Республика Саха (Якутия),1993,1079678.0,0.08076,0.15945
Республика Саха (Якутия),1994,1064617.0,0.08477,0.30963
Республика Саха (Якутия),1995,1037155.0,0.08916,0.15497
Республика Саха (Якутия),1996,1020320.0,0.09206,0.15338
Республика Саха (Якутия),1997,1010110.0,0.09414,0.1514
Республика Саха (Якутия),1998,994966.0,0.09582,0.29406
Республика Саха (Якутия),1999,977117.0,0.09705,0.28825
Республика Саха (Якутия),2000,962507.0,0.09799,0.28171
Республика Саха (Якутия),2001,957478.0,0.09843,0.27515
Республика Саха (Якутия),2002,951478.0,0.09909,0.13819
Республика Саха (Якутия),2003,948636.0,0.09961,0.2637
Республика Саха (Якутия),2004,949969.0,0.10004,0.13111
Республика Саха (Якутия),2005,953170.0,0.10185,0.12773
Республика Саха (Якутия),2006,954394.0,0.10447,0.2431
Республика Саха (Якутия),2007,956099.0,0.10837,0.12098
Республика Саха (Якутия),2008,958929.0,0.11285,0.23367
Республика Саха (Якутия),2009,958056.0,0.11726,0.23221
Республика Саха (Якутия),2010,958338.0,0.12293,0.23282
Республика Саха (Якутия),2011,958258.0,0.1283,0.23316
Республика Саха (Якутия),2012,956328.0,0.1335,
Республика Саха (Якутия),2013,956408.0,0.13861,
Республика Саха (Якутия),2014,956219.0,0.14415,
Республика Саха (Якутия),2015,958957.0,0.14975,
Республика Саха (Якутия),2016,962527.0,0.15568,
Республика Саха (Якутия),2017,966253.0,0.1619,
Республика Саха (Якутия),2018,968065.0,0.16742,
Республика Саха (Якутия),2019,971399.0,0.17244,
Республика Саха (Якутия),2020,976722.0,0.16511,
Республика Саха (Якутия),2021,511910.0,0.32416,
Республика Саха (Якутия),2022,997833.0,0.15804,
Республика Саха (Якутия),2023,997565.0,0.16352,
Республика Саха (Якутия),2024,1001664.0,0.15748,
Республика Саха (Якутия),2025,1006561.0,0.16242,
Республика Северная Осетия - Алания,1990,646348.0,0.17786,0.13371
Республика Северная Осетия - Алания,1991,652114.0,0.18124,0.13464
Республика Северная Осетия - Алания,1992,705019.0,0.17655,0.25978
Республика Северная Осетия - Алания,1993,661783.0,0.18803,0.13381
Республика Северная Осетия - Алания,1994,661144.0,0.19201,0.25767
Республика Северная Осетия - Алания,1995,670701.0,0.19467,0.13189
Республика Северная Осетия - Алания,1996,677237.0,0.19816,0.13061
Республика Северная Осетия - Алания,1997,681778.0,0.20097,0.12855
Республика Северная Осетия - Алания,1998,681150.0,0.20299,0.24717
Республика Северная Осетия - Алания,1999,684130.0,0.20316,0.24147
Республика Северная Осетия - Алания,2000,693564.0,0.20402,0.2326
Республика Северная Осетия - Алания,2001,704351.0,0.20404,0.22475
Республика Северная Осетия - Алания,2002,709630.0,0.20374,0.11214
Республика Северная Осетия - Алания,2003,709671.0,0.20342,0.21271
Республика Северная Осетия - Алания,2004,707679.0,0.20047,0.10628
Республика Северная Осетия - Алания,2005,706393.0,0.1992,0.10431
Республика Северная Осетия - Алания,2006,706896.0,0.19834,0.20156
Республика Северная Осетия - Алания,2007,708800.0,0.1984,0.10175
Республика Северная Осетия - Алания,2008,711509.0,0.19997,0.19802
Республика Северная Осетия - Алания,2009,711661.0,0.20123,0.19744
Республика Северная Осетия - Алания,2010,711725.0,0.20377,0.19815
Республика Северная Осетия - Алания,2011,712481.0,0.20643,0.19797
Республика Северная Осетия - Алания,2012,708928.0,0.20866,
Республика Северная Осетия - Алания,2013,706188.0,0.21155,
Республика Северная Осетия - Алания,2014,703871.0,0.21476,
Республика Северная Осетия - Алания,2015,704821.0,0.21763,
Республика Северная Осетия - Алания,2016,703409.0,0.22217,
Республика Северная Осетия - Алания,2017,702555.0,0.22584,
Республика Северная Осетия - Алания,2018,700729.0,0.22966,
Республика Северная Осетия - Алания,2019,697751.0,0.23407,
Республика Северная Осетия - Алания,2020,694939.0,0.22542,
Республика Северная Осетия - Алания,2021,368860.0,0.42746,
Республика Северная Осетия - Алания,2022,685393.0,0.21753,
Республика Северная Осетия - Алания,2023,680748.0,0.22362,
Республика Северная Осетия - Алания,2024,678879.0,0.21665,
Республика Северная Осетия - Алания,2025,678826.0,0.22111,
Республика Татарстан,1990,3653969.0,0.18178,0.1293
Республика Татарстан,1991,3675425.0,0.18496,0.12903
Республика Татарстан,1992,3692334.0,0.18844,0.25248
Республика Татарстан,1993,3719831.0,0.19159,0.12681
Республика Татарстан,1994,3740811.0,0.1943,0.24648
Республика Татарстан,1995,3751808.0,0.19712,0.12408
Республика Татарстан,1996,3761178.0,0.19877,0.12207
Республика Татарстан,1997,3770046.0,0.20121,0.12001
Республика Татарстан,1998,3780352.0,0.20131,0.23176
Республика Татарстан,1999,3789259.0,0.20026,0.227
Республика Татарстан,2000,3789688.0,0.19944,0.22003
Республика Татарстан,2001,3786845.0,0.19825,0.21309
Республика Татарстан,2002,3781867.0,0.19927,0.10521
Республика Татарстан,2003,3777667.0,0.19863,0.19774
Республика Татарстан,2004,3773105.0,0.19719,0.09695
Республика Татарстан,2005,3768167.0,0.19743,0.09343
Республика Татарстан,2006,3761600.0,0.19786,0.17699
Республика Татарстан,2007,3763106.0,0.20042,0.08742
Республика Татарстан,2008,3766778.0,0.20337,0.16832
Республика Татарстан,2009,3773526.0,0.20601,0.16644
Республика Татарстан,2010,3784458.0,0.21037,0.16668
Республика Татарстан,2011,3787485.0,0.21449,0.16733
Республика Татарстан,2012,3812442.0,0.21824,
Республика Татарстан,2013,3841355.0,0.22237,
Республика Татарстан,2014,3867609.0,0.22673,
Республика Татарстан,2015,3894478.0,0.23164,
Республика Татарстан,2016,3919117.0,0.23733,
Республика Татарстан,2017,3946725.0,0.2421,
Республика Татарстан,2018,3966804.0,0.2474,
Республика Татарстан,2019,3981947.0,0.2526,
Республика Татарстан,2020,3996358.0,0.24383,
Республика Татарстан,2021,2133114.0,0.46327,
Республика Татарстан,2022,4000084.0,0.23581,
Республика Татарстан,2023,4001625.0,0.24155,
Республика Татарстан,2024,4003016.0,0.2336,
Республика Татарстан,2025,4019606.0,0.23781,
Республика Тыва,1990,312576.0,0.08116,0.18727
Республика Тыва,1991,304459.0,0.08487,0.18647
Республика Тыва,1992,303300.0,0.08702,0.36771
Республика Тыва,1993,302348.0,0.08801,0.18256
Республика Тыва,1994,302160.0,0.08908,0.36032
Республика Тыва,1995,303452.0,0.08985,0.17911
Республика Тыва,1996,305042.0,0.09052,0.17749
