label_0,label_1,period_label,period,value
Липецкая область,рубль,II квартал,2015-Q2,26594.0
Липецкая область,рубль,III квартал,2015-Q3,26665.0
Липецкая область,рубль,IV квартал,2015-Q4,31643.0
Липецкая область,рубль,значение показателя за год,2015,26864.0
Липецкая область,рубль,I квартал,2016-Q1,24158.0
Липецкая область,рубль,II квартал,2016-Q2,27106.0
Липецкая область,рубль,III квартал,2016-Q3,27286.0
Липецкая область,рубль,IV квартал,2016-Q4,32148.0
Липецкая область,рубль,значение показателя за год,2016,27645.0
Липецкая область,рубль,I квартал,2017-Q1,25325.0
Липецкая область,рубль,II квартал,2017-Q2,28245.0
Липецкая область,рубль,III квартал,2017-Q3,27617.0
Липецкая область,рубль,IV квартал,2017-Q4,33022.0
Липецкая область,рубль,значение показателя за год,2017,28598.0
Липецкая область,рубль,I квартал,2018-Q1,25421.0
Липецкая область,рубль,II квартал,2018-Q2,28812.0
Липецкая область,рубль,III квартал,2018-Q3,29421.0
Липецкая область,рубль,IV квартал,2018-Q4,34526.0
Липецкая область,рубль,значение показателя за год,2018,29593.0
Липецкая область,рубль,I квартал,2019-Q1,27697.0
Липецкая область,рубль,II квартал,2019-Q2,31310.0
Липецкая область,рубль,III квартал,2019-Q3,32705.0
Липецкая область,рубль,IV квартал,2019-Q4,36154.0
Липецкая область,рубль,значение показателя за год,2019,31999.0
Липецкая область,рубль,I квартал,2020-Q1,29451.0
Липецкая область,рубль,II квартал,2020-Q2,29822.0
Липецкая область,рубль,III квартал,2020-Q3,31543.0
Липецкая область,рубль,IV квартал,2020-Q4,36413.0
Липецкая область,рубль,значение показателя за год,2020,31932.0
Московская область,рубль,значение показателя за год,2008,19046.8
Московская область,рубль,значение показателя за год,2009,20064.1
Московская область,рубль,значение показателя за год,2010,22641.0
Московская область,рубль,значение показателя за год,2011,25524.0
Московская область,рубль,I квартал,2012-Q1,23964.0
Московская область,рубль,II квартал,2012-Q2,28783.0
Московская область,рубль,III квартал,2012-Q3,29776.0
Московская область,рубль,IV квартал,2012-Q4,35678.0
Московская область,рубль,значение показателя за год,2012,29264.0
Московская область,рубль,I квартал,2013-Q1,24235.0
Московская область,рубль,II квартал,2013-Q2,33030.0
Московская область,рубль,III квартал,2013-Q3,35109.0
Московская область,рубль,IV квартал,2013-Q4,34239.0
Московская область,рубль,значение показателя за год,2013,31368.0
Московская область,рубль,I квартал,2014-Q1,27743.0
Московская область,рубль,II квартал,2014-Q2,32207.0
Московская область,рубль,III квартал,2014-Q3,33014.0
Московская область,рубль,IV квартал,2014-Q4,39185.0
Московская область,рубль,значение показателя за год,2014,32718.0
Московская область,рубль,I квартал,2015-Q1,33235.0
Московская область,рубль,II квартал,2015-Q2,35624.0
Московская область,рубль,III квартал,2015-Q3,35470.0
Московская область,рубль,IV квартал,2015-Q4,41667.0
Московская область,рубль,значение показателя за год,2015,36170.0
Московская область,рубль,I квартал,2016-Q1,37712.0
Московская область,рубль,II квартал,2016-Q2,38154.0
Московская область,рубль,III квартал,2016-Q3,36891.0
Московская область,рубль,IV квартал,2016-Q4,43153.0
Московская область,рубль,значение показателя за год,2016,38596.0
Московская область,рубль,I квартал,2017-Q1,36098.0
Московская область,рубль,II квартал,2017-Q2,38683.0
Московская область,рубль,III квартал,2017-Q3,38244.0
Московская область,рубль,IV квартал,2017-Q4,45789.0
Московская область,рубль,значение показателя за год,2017,39386.0
Московская область,рубль,I квартал,2018-Q1,36521.0
Московская область,рубль,II квартал,2018-Q2,40788.0
Московская область,рубль,III квартал,2018-Q3,42071.0
Московская область,рубль,IV квартал,2018-Q4,47712.0
Московская область,рубль,значение показателя за год,2018,41402.0
Московская область,рубль,I квартал,2019-Q1,37501.0
Московская область,рубль,II квартал,2019-Q2,44739.0
Московская область,рубль,III квартал,2019-Q3,43561.0
Московская область,рубль,IV квартал,2019-Q4,50680.0
Московская область,рубль,значение показателя за год,2019,43749.0
Московская область,рубль,I квартал,2020-Q1,39396.0
Московская область,рубль,II квартал,2020-Q2,39969.0
Московская область,рубль,III квартал,2020-Q3,41438.0
Московская область,рубль,IV квартал,2020-Q4,53188.0
Московская область,рубль,значение показателя за год,2020,43332.0
Орловская область,рубль,значение показателя за год,2008,10027.3
Орловская область,рубль,значение показателя за год,2009,10926.5
Орловская область,рубль,значение показателя за год,2010,13114.6
Орловская область,рубль,значение показателя за год,2011,14828.0
Орловская область,рубль,I квартал,2012-Q1,14655.0
Орловская область,рубль,II квартал,2012-Q2,16330.0
Орловская область,рубль,III квартал,2012-Q3,16914.0
Орловская область,рубль,IV квартал,2012-Q4,19203.0
Орловская область,рубль,значение показателя за год,2012,16838.0
Орловская область,рубль,I квартал,2013-Q1,14658.0
Орловская область,рубль,II квартал,2013-Q2,16757.0
Орловская область,рубль,III квартал,2013-Q3,16921.0
Орловская область,рубль,IV квартал,2013-Q4,20476.0
Орловская область,рубль,значение показателя за год,2013,17272.0
Орловская область,рубль,I квартал,2014-Q1,15500.0
Орловская область,рубль,II квартал,2014-Q2,18342.0
Орловская область,рубль,III квартал,2014-Q3,19505.0
Орловская область,рубль,IV квартал,2014-Q4,22552.0
Орловская область,рубль,значение показателя за год,2014,19038.0
Орловская область,рубль,I квартал,2015-Q1,20090.0
Орловская область,рубль,II квартал,2015-Q2,22438.0
Орловская область,рубль,III квартал,2015-Q3,21638.0
Орловская область,рубль,IV квартал,2015-Q4,24102.0
Орловская область,рубль,значение показателя за год,2015,22152.0
Орловская область,рубль,I квартал,2016-Q1,19278.0
Орловская область,рубль,II квартал,2016-Q2,23427.0
Орловская область,рубль,III квартал,2016-Q3,23024.0
Орловская область,рубль,IV квартал,2016-Q4,26220.0
Орловская область,рубль,значение показателя за год,2016,23067.0
Орловская область,рубль,I квартал,2017-Q1,21860.0
Орловская область,рубль,II квартал,2017-Q2,23734.0
Орловская область,рубль,III квартал,2017-Q3,23276.0
Орловская область,рубль,IV квартал,2017-Q4,26846.0
Орловская область,рубль,значение показателя за год,2017,24056.0
Орловская область,рубль,I квартал,2018-Q1,21763.0
Орловская область,рубль,II квартал,2018-Q2,24730.0
Орловская область,рубль,III квартал,2018-Q3,24779.0
Орловская область,рубль,IV квартал,2018-Q4,28135.0
Орловская область,рубль,значение показателя за год,2018,24989.0
Орловская область,рубль,I квартал,2019-Q1,22683.0
Орловская область,рубль,II квартал,2019-Q2,25948.0
Орловская область,рубль,III квартал,2019-Q3,26504.0
Орловская область,рубль,IV квартал,2019-Q4,29599.0
Орловская область,рубль,значение показателя за год,2019,26297.0
Орловская область,рубль,I квартал,2020-Q1,23622.0
Орловская область,рубль,II квартал,2020-Q2,25021.0
Орловская область,рубль,III квартал,2020-Q3,27450.0
Орловская область,рубль,IV квартал,2020-Q4,31709.0
Орловская область,рубль,значение показателя за год,2020,27121.0
Рязанская область,рубль,значение показателя за год,2008,11214.8
Рязанская область,рубль,значение показателя за год,2009,11968.4
Рязанская область,рубль,значение показателя за год,2010,13886.3
Рязанская область,рубль,значение показателя за год,2011,14781.0
Рязанская область,рубль,I квартал,2012-Q1,14141.0
Рязанская область,рубль,II квартал,2012-Q2,17507.0
Рязанская область,рубль,III квартал,2012-Q3,17913.0
Рязанская область,рубль,IV квартал,2012-Q4,20862.0
Рязанская область,рубль,значение показателя за год,2012,17625.0
Рязанская область,рубль,I квартал,2013-Q1,15844.0
Рязанская область,рубль,II квартал,2013-Q2,18065.0
Рязанская область,рубль,III квартал,2013-Q3,17915.0
Рязанская область,рубль,IV квартал,2013-Q4,23622.0
Рязанская область,рубль,значение показателя за год,2013,18883.0
Рязанская область,рубль,I квартал,2014-Q1,17233.0
Рязанская область,рубль,II квартал,2014-Q2,21859.0
Рязанская область,рубль,III квартал,2014-Q3,21385.0
Рязанская область,рубль,IV квартал,2014-Q4,24415.0
Рязанская область,рубль,значение показателя за год,2014,21262.0
Рязанская область,рубль,I квартал,2015-Q1,19477.0
Рязанская область,рубль,II квартал,2015-Q2,22727.0
Рязанская область,рубль,III квартал,2015-Q3,22862.0
Рязанская область,рубль,IV квартал,2015-Q4,29074.0
Рязанская область,рубль,значение показателя за год,2015,23578.0
Рязанская область,рубль,I квартал,2016-Q1,20188.0
Рязанская область,рубль,II квартал,2016-Q2,22815.0
Рязанская область,рубль,III квартал,2016-Q3,22271.0
Рязанская область,рубль,IV квартал,2016-Q4,29279.0
Рязанская область,рубль,значение показателя за год,2016,23660.0
Рязанская область,рубль,I квартал,2017-Q1,20554.0
Рязанская область,рубль,II квартал,2017-Q2,22765.0
Рязанская область,рубль,III квартал,2017-Q3,22597.0
Рязанская область,рубль,IV квартал,2017-Q4,30330.0
Рязанская область,рубль,значение показателя за год,2017,24104.0
Рязанская область,рубль,I квартал,2018-Q1,21513.0
Рязанская область,рубль,II квартал,2018-Q2,23452.0
Рязанская область,рубль,III квартал,2018-Q3,23455.0
Рязанская область,рубль,IV квартал,2018-Q4,32265.0
Рязанская область,рубль,значение показателя за год,2018,25239.0
Рязанская область,рубль,I квартал,2019-Q1,21948.0
Рязанская область,рубль,II квартал,2019-Q2,25803.0
Рязанская область,рубль,III квартал,2019-Q3,25867.0
Рязанская область,рубль,IV квартал,2019-Q4,32749.0
Рязанская область,рубль,значение показателя за год,2019,26639.0
Рязанская область,рубль,I квартал,2020-Q1,23136.0
Рязанская область,рубль,II квартал,2020-Q2,25679.0
Рязанская область,рубль,III квартал,2020-Q3,26188.0
Рязанская область,рубль,IV квартал,2020-Q4,32722.0
Рязанская область,рубль,значение показателя за год,2020,27044.0
Смоленская область,рубль,значение показателя за год,2008,11222.5
Смоленская область,рубль,значение показателя за год,2009,12616.0
Смоленская область,рубль,значение показателя за год,2010,14546.0
Смоленская область,рубль,значение показателя за год,2011,15987.0
Смоленская область,рубль,I квартал,2012-Q1,15410.0
Смоленская область,рубль,II квартал,2012-Q2,17805.0
Смоленская область,рубль,III квартал,2012-Q3,18512.0
Смоленская область,рубль,IV квартал,2012-Q4,21460.0
Смоленская область,рубль,значение показателя за год,2012,18367.0
Смоленская область,рубль,I квартал,2013-Q1,16448.0
Смоленская область,рубль,II квартал,2013-Q2,18803.0
Смоленская область,рубль,III квартал,2013-Q3,18629.0
Смоленская область,рубль,IV квартал,2013-Q4,20051.0
Смоленская область,рубль,значение показателя за год,2013,18573.0
Смоленская область,рубль,I квартал,2014-Q1,17305.0
Смоленская область,рубль,II квартал,2014-Q2,19808.0
Смоленская область,рубль,III квартал,2014-Q3,20148.0
Смоленская область,рубль,IV квартал,2014-Q4,25088.0
Смоленская область,рубль,значение показателя за год,2014,20644.0
Смоленская область,рубль,I квартал,2015-Q1,22677.0
Смоленская область,рубль,II квартал,2015-Q2,23556.0
Смоленская область,рубль,III квартал,2015-Q3,23831.0
Смоленская область,рубль,IV квартал,2015-Q4,25098.0
Смоленская область,рубль,значение показателя за год,2015,23893.0
Смоленская область,рубль,I квартал,2016-Q1,21324.0
Смоленская область,рубль,II квартал,2016-Q2,24161.0
Смоленская область,рубль,III квартал,2016-Q3,22858.0
Смоленская область,рубль,IV квартал,2016-Q4,26905.0
Смоленская область,рубль,значение показателя за год,2016,23905.0
Смоленская область,рубль,I квартал,2017-Q1,23571.0
Смоленская область,рубль,II квартал,2017-Q2,25634.0
Смоленская область,рубль,III квартал,2017-Q3,24521.0
Смоленская область,рубль,IV квартал,2017-Q4,26462.0
Смоленская область,рубль,значение показателя за год,2017,25125.0
Смоленская область,рубль,I квартал,2018-Q1,24348.0
Смоленская область,рубль,II квартал,2018-Q2,27059.0
Смоленская область,рубль,III квартал,2018-Q3,25629.0
Смоленская область,рубль,IV квартал,2018-Q4,28140.0
Смоленская область,рубль,значение показателя за год,2018,26421.0
Смоленская область,рубль,I квартал,2019-Q1,24549.0
Смоленская область,рубль,II квартал,2019-Q2,27918.0
Смоленская область,рубль,III квартал,2019-Q3,27166.0
Смоленская область,рубль,IV квартал,2019-Q4,31841.0
Смоленская область,рубль,значение показателя за год,2019,28012.0
Смоленская область,рубль,I квартал,2020-Q1,25626.0
Смоленская область,рубль,II квартал,2020-Q2,27860.0
Смоленская область,рубль,III квартал,2020-Q3,27240.0
Смоленская область,рубль,IV квартал,2020-Q4,33754.0
Смоленская область,рубль,значение показателя за год,2020,28870.0
Тамбовская область,рубль,значение показателя за год,2008,11144.9
Тамбовская область,рубль,значение показателя за год,2009,11970.2
Тамбовская область,рубль,значение показателя за год,2010,13630.8
Тамбовская область,рубль,значение показателя за год,2011,15152.0
Тамбовская область,рубль,I квартал,2012-Q1,13749.0
Тамбовская область,рубль,II квартал,2012-Q2,16356.0
Тамбовская область,рубль,III квартал,2012-Q3,17679.0
Тамбовская область,рубль,IV квартал,2012-Q4,21805.0
Тамбовская область,рубль,значение показателя за год,2012,17453.0
Тамбовская область,рубль,I квартал,2013-Q1,15971.0
Тамбовская область,рубль,II квартал,2013-Q2,18567.0
Тамбовская область,рубль,III квартал,2013-Q3,19606.0
Тамбовская область,рубль,IV квартал,2013-Q4,24371.0
Тамбовская область,рубль,значение показателя за год,2013,19690.0
Тамбовская область,рубль,I квартал,2014-Q1,17734.0
Тамбовская область,рубль,II квартал,2014-Q2,20514.0
Тамбовская область,рубль,III квартал,2014-Q3,23270.0
Тамбовская область,рубль,IV квартал,2014-Q4,25209.0
Тамбовская область,рубль,значение показателя за год,2014,21750.0
Тамбовская область,рубль,I квартал,2015-Q1,19611.0
Тамбовская область,рубль,II квартал,2015-Q2,23668.0
Тамбовская область,рубль,III квартал,2015-Q3,26182.0
Тамбовская область,рубль,IV квартал,2015-Q4,29477.0
Тамбовская область,рубль,значение показателя за год,2015,24876.0
Тамбовская область,рубль,I квартал,2016-Q1,21018.0
Тамбовская область,рубль,II квартал,2016-Q2,25396.0
Тамбовская область,рубль,III квартал,2016-Q3,26544.0
Тамбовская область,рубль,IV квартал,2016-Q4,29672.0
Тамбовская область,рубль,значение показателя за год,2016,25782.0
Тамбовская область,рубль,I квартал,2017-Q1,22150.0
Тамбовская область,рубль,II квартал,2017-Q2,24384.0
Тамбовская область,рубль,III квартал,2017-Q3,27185.0
Тамбовская область,рубль,IV квартал,2017-Q4,30238.0
Тамбовская область,рубль,значение показателя за год,2017,26072.0
Тамбовская область,рубль,I квартал,2018-Q1,22241.0
Тамбовская область,рубль,II квартал,2018-Q2,24923.0
Тамбовская область,рубль,III квартал,2018-Q3,27283.0
Тамбовская область,рубль,IV квартал,2018-Q4,32004.0
Тамбовская область,рубль,значение показателя за год,2018,26843.0
Тамбовская область,рубль,I квартал,2019-Q1,23621.0
Тамбовская область,рубль,II квартал,2019-Q2,26649.0
Тамбовская область,рубль,III квартал,2019-Q3,28953.0
Тамбовская область,рубль,IV квартал,2019-Q4,32954.0
Тамбовская область,рубль,значение показателя за год,2019,28176.0
Тамбовская область,рубль,I квартал,2020-Q1,25276.0
Тамбовская область,рубль,II квартал,2020-Q2,24581.0
Тамбовская область,рубль,III квартал,2020-Q3,27455.0
Тамбовская область,рубль,IV квартал,2020-Q4,33672.0
Тамбовская область,рубль,значение показателя за год,2020,27924.0
Тверская область,рубль,значение показателя за год,2008,10803.3
Тверская область,рубль,значение показателя за год,2009,12185.0
Тверская область,рубль,значение показателя за год,2010,13872.6
Тверская область,рубль,значение показателя за год,2011,14946.0
Тверская область,рубль,I квартал,2012-Q1,14289.0
Тверская область,рубль,II квартал,2012-Q2,16829.0
Тверская область,рубль,III квартал,2012-Q3,16633.0
Тверская область,рубль,IV квартал,2012-Q4,21189.0
Тверская область,рубль,значение показателя за год,2012,17290.0
Тверская область,рубль,I квартал,2013-Q1,15946.0
Тверская область,рубль,II квартал,2013-Q2,19131.0
Тверская область,рубль,III квартал,2013-Q3,18084.0
Тверская область,рубль,IV квартал,2013-Q4,23700.0
Тверская область,рубль,значение показателя за год,2013,19282.0
Тверская область,рубль,I квартал,2014-Q1,17095.0
Тверская область,рубль,II квартал,2014-Q2,20490.0
Тверская область,рубль,III квартал,2014-Q3,20800.0
Тверская область,рубль,IV квартал,2014-Q4,24889.0
Тверская область,рубль,значение показателя за год,2014,20902.0
Тверская область,рубль,I квартал,2015-Q1,22820.0
Тверская область,рубль,II квартал,2015-Q2,23054.0
Тверская область,рубль,III квартал,2015-Q3,22898.0
Тверская область,рубль,IV квартал,2015-Q4,25655.0
Тверская область,рубль,значение показателя за год,2015,23703.0
Тверская область,рубль,I квартал,2016-Q1,20983.0
Тверская область,рубль,II квартал,2016-Q2,24555.0
Тверская область,рубль,III квартал,2016-Q3,23843.0
Тверская область,рубль,IV квартал,2016-Q4,26717.0
Тверская область,рубль,значение показателя за год,2016,24101.0
Тверская область,рубль,I квартал,2017-Q1,21603.0
Тверская область,рубль,II квартал,2017-Q2,23039.0
Тверская область,рубль,III квартал,2017-Q3,23176.0
Тверская область,рубль,IV квартал,2017-Q4,29277.0
Тверская область,рубль,значение показателя за год,2017,24399.0
Тверская область,рубль,I квартал,2018-Q1,21571.0
Тверская область,рубль,II квартал,2018-Q2,24235.0
Тверская область,рубль,III квартал,2018-Q3,24758.0
Тверская область,рубль,IV квартал,2018-Q4,29584.0
Тверская область,рубль,значение показателя за год,2018,25181.0
Тверская область,рубль,I квартал,2019-Q1,24493.0
Тверская область,рубль,II квартал,2019-Q2,26571.0
Тверская область,рубль,III квартал,2019-Q3,26233.0
Тверская область,рубль,IV квартал,2019-Q4,31412.0
Тверская область,рубль,значение показателя за год,2019,27281.0
Тверская область,рубль,I квартал,2020-Q1,25877.0
Тверская область,рубль,II квартал,2020-Q2,27096.0
Тверская область,рубль,III квартал,2020-Q3,26318.0
Тверская область,рубль,IV квартал,2020-Q4,31126.0
Тверская область,рубль,значение показателя за год,2020,27771.0
Тульская область,рубль,значение показателя за год,2008,11227.0
Тульская область,рубль,значение показателя за год,2009,13191.0
Тульская область,рубль,значение показателя за год,2010,15349.5
Тульская область,рубль,значение показателя за год,2011,16944.0
Тульская область,рубль,I квартал,2012-Q1,16400.0
Тульская область,рубль,II квартал,2012-Q2,18727.0
Тульская область,рубль,III квартал,2012-Q3,19117.0
Тульская область,рубль,IV квартал,2012-Q4,22534.0
Тульская область,рубль,значение показателя за год,2012,19235.0
Тульская область,рубль,I квартал,2013-Q1,17345.0
Тульская область,рубль,II квартал,2013-Q2,19287.0
Тульская область,рубль,III квартал,2013-Q3,18996.0
Тульская область,рубль,IV квартал,2013-Q4,22222.0
Тульская область,рубль,значение показателя за год,2013,19496.0
Тульская область,рубль,I квартал,2014-Q1,18378.0
Тульская область,рубль,II квартал,2014-Q2,21032.0
Тульская область,рубль,III квартал,2014-Q3,22355.0
Тульская область,рубль,IV квартал,2014-Q4,24794.0
Тульская область,рубль,значение показателя за год,2014,21656.0
Тульская область,рубль,I квартал,2015-Q1,21359.0
Тульская область,рубль,II квартал,2015-Q2,24786.0
Тульская область,рубль,III квартал,2015-Q3,24329.0
Тульская область,рубль,IV квартал,2015-Q4,29644.0
Тульская область,рубль,значение показателя за год,2015,25035.0
Тульская область,рубль,I квартал,2016-Q1,23445.0
Тульская область,рубль,II квартал,2016-Q2,26553.0
Тульская область,рубль,III квартал,2016-Q3,26324.0
Тульская область,рубль,IV квартал,2016-Q4,28680.0
Тульская область,рубль,значение показателя за год,2016,26257.0
Тульская область,рубль,I квартал,2017-Q1,24230.0
Тульская область,рубль,II квартал,2017-Q2,26299.0
Тульская область,рубль,III квартал,2017-Q3,26474.0
Тульская область,рубль,IV квартал,2017-Q4,29142.0
Тульская область,рубль,значение показателя за год,2017,26550.0
Тульская область,рубль,I квартал,2018-Q1,24552.0
Тульская область,рубль,II квартал,2018-Q2,26217.0
Тульская область,рубль,III квартал,2018-Q3,25083.0
Тульская область,рубль,IV квартал,2018-Q4,29618.0
Тульская область,рубль,значение показателя за год,2018,26429.0
Тульская область,рубль,I квартал,2019-Q1,24173.0
Тульская область,рубль,II квартал,2019-Q2,27445.0
Тульская область,рубль,III квартал,2019-Q3,27665.0
Тульская область,рубль,IV квартал,2019-Q4,30970.0
Тульская область,рубль,значение показателя за год,2019,27625.0
Тульская область,рубль,I квартал,2020-Q1,26338.0
Тульская область,рубль,II квартал,2020-Q2,27032.0
Тульская область,рубль,III квартал,2020-Q3,27715.0
Тульская область,рубль,IV квартал,2020-Q4,31750.0
Тульская область,рубль,значение показателя за год,2020,28315.0
Ярославская область,рубль,значение показателя за год,2008,12815.8
Ярославская область,рубль,значение показателя за год,2009,13424.6
Ярославская область,рубль,значение показателя за год,2010,14490.6
Ярославская область,рубль,значение показателя за год,2011,15520.0
Ярославская область,рубль,I квартал,2012-Q1,15721.0
Ярославская область,рубль,II квартал,2012-Q2,18467.0
Ярославская область,рубль,III квартал,2012-Q3,18354.0
Ярославская область,рубль,IV квартал,2012-Q4,22009.0
Ярославская область,рубль,значение показателя за год,2012,18648.0
Ярославская область,рубль,I квартал,2013-Q1,17777.0
Ярославская область,рубль,II квартал,2013-Q2,20623.0
Ярославская область,рубль,III квартал,2013-Q3,19749.0
Ярославская область,рубль,IV квартал,2013-Q4,24764.0
Ярославская область,рубль,значение показателя за год,2013,20744.0
Ярославская область,рубль,I квартал,2014-Q1,18416.0
Ярославская область,рубль,II квартал,2014-Q2,23037.0
Ярославская область,рубль,III квартал,2014-Q3,22372.0
Ярославская область,рубль,IV квартал,2014-Q4,27986.0
Ярославская область,рубль,значение показателя за год,2014,22972.0
Ярославская область,рубль,I квартал,2015-Q1,23168.0
Ярославская область,рубль,II квартал,2015-Q2,26616.0
Ярославская область,рубль,III квартал,2015-Q3,26102.0
Ярославская область,рубль,IV квартал,2015-Q4,31238.0
Ярославская область,рубль,значение показателя за год,2015,26799.0
Ярославская область,рубль,I квартал,2016-Q1,24313.0
Ярославская область,рубль,II квартал,2016-Q2,27307.0
Ярославская область,рубль,III квартал,2016-Q3,26694.0
Ярославская область,рубль,IV квартал,2016-Q4,29541.0
Ярославская область,рубль,значение показателя за год,2016,26997.0
Ярославская область,рубль,I квартал,2017-Q1,25396.0
Ярославская область,рубль,II квартал,2017-Q2,27897.0
Ярославская область,рубль,III квартал,2017-Q3,26526.0
Ярославская область,рубль,IV квартал,2017-Q4,29784.0
Ярославская область,рубль,значение показателя за год,2017,27477.0
Ярославская область,рубль,I квартал,2018-Q1,25002.0
Ярославская область,рубль,II квартал,2018-Q2,27397.0
Ярославская область,рубль,III квартал,2018-Q3,25999.0
Ярославская область,рубль,IV квартал,2018-Q4,30821.0
Ярославская область,рубль,значение показателя за год,2018,27393.0
Ярославская область,рубль,I квартал,2019-Q1,24862.0
Ярославская область,рубль,II квартал,2019-Q2,29188.0
Ярославская область,рубль,III квартал,2019-Q3,28501.0
Ярославская область,рубль,IV квартал,2019-Q4,33288.0
Ярославская область,рубль,значение показателя за год,2019,29056.0
Ярославская область,рубль,I квартал,2020-Q1,26175.0
Ярославская область,рубль,II квартал,2020-Q2,28929.0
Ярославская область,рубль,III квартал,2020-Q3,29372.0
Ярославская область,рубль,IV квартал,2020-Q4,34759.0
Ярославская область,рубль,значение показателя за год,2020,29978.0
Город Москва столица Российской Федерации город федерального значения,рубль,значение показателя за год,2008,31940.1
Город Москва столица Российской Федерации город федерального значения,рубль,значение показателя за год,2009,40071.6
Город Москва столица Российской Федерации город федерального значения,рубль,значение показателя за год,2010,44051.5
Город Москва столица Российской Федерации город федерального значения,рубль,значение показателя за год,2011,47205.0
Город Москва столица Российской Федерации город федерального значения,рубль,I квартал,2012-Q1,40103.0
Город Москва столица Российской Федерации город федерального значения,рубль,II квартал,2012-Q2,49552.0
Город Москва столица Российской Федерации город федерального значения,рубль,III квартал,2012-Q3,46370.0
Город Москва столица Российской Федерации город федерального значения,рубль,IV квартал,2012-Q4,63896.0
Город Москва столица Российской Федерации город федерального значения,рубль,значение показателя за год,2012,49596.0
Город Москва столица Российской Федерации город федерального значения,рубль,I квартал,2013-Q1,48603.0
Город Москва столица Российской Федерации город федерального значения,рубль,II квартал,2013-Q2,58741.0
Город Москва столица Российской Федерации город федерального значения,рубль,III квартал,2013-Q3,55940.0
Город Москва столица Российской Федерации город федерального значения,рубль,IV квартал,2013-Q4,64133.0
Город Москва столица Российской Федерации город федерального значения,рубль,значение показателя за год,2013,56409.0
Город Москва столица Российской Федерации город федерального значения,рубль,I квартал,2014-Q1,48038.0
Город Москва столица Российской Федерации город федерального значения,рубль,II квартал,2014-Q2,57623.0
Город Москва столица Российской Федерации город федерального значения,рубль,III квартал,2014-Q3,55342.0
Город Москва столица Российской Федерации город федерального значения,рубль,IV квартал,2014-Q4,63037.0
Город Москва столица Российской Федерации город федерального значения,рубль,значение показателя за год,2014,55670.0
Город Москва столица Российской Федерации город федерального значения,рубль,I квартал,2015-Q1,53380.0
Город Москва столица Российской Федерации город федерального значения,рубль,II квартал,2015-Q2,60771.0
Город Москва столица Российской Федерации город федерального значения,рубль,III квартал,2015-Q3,62871.0
Город Москва столица Российской Федерации город федерального значения,рубль,IV квартал,2015-Q4,66722.0
Город Москва столица Российской Федерации город федерального значения,рубль,значение показателя за год,2015,60465.0
Город Москва столица Российской Федерации город федерального значения,рубль,I квартал,2016-Q1,53095.0
Город Москва столица Российской Федерации город федерального значения,рубль,II квартал,2016-Q2,61050.0
Город Москва столица Российской Федерации город федерального значения,рубль,III квартал,2016-Q3,62333.0
Город Москва столица Российской Федерации город федерального значения,рубль,IV квартал,2016-Q4,71187.0
Город Москва столица Российской Федерации город федерального значения,рубль,значение показателя за год,2016,61649.0
Город Москва столица Российской Федерации город федерального значения,рубль,I квартал,2017-Q1,55525.0
Город Москва столица Российской Федерации город федерального значения,рубль,II квартал,2017-Q2,65997.0
Город Москва столица Российской Федерации город федерального значения,рубль,III квартал,2017-Q3,63141.0
Город Москва столица Российской Федерации город федерального значения,рубль,IV квартал,2017-Q4,76453.0
Город Москва столица Российской Федерации город федерального значения,рубль,значение показателя за год,2017,64805.0
Город Москва столица Российской Федерации город федерального значения,рубль,I квартал,2018-Q1,60092.0
Город Москва столица Российской Федерации город федерального значения,рубль,II квартал,2018-Q2,69608.0
Город Москва столица Российской Федерации город федерального значения,рубль,III квартал,2018-Q3,67026.0
Город Москва столица Российской Федерации город федерального значения,рубль,IV квартал,2018-Q4,80731.0
Город Москва столица Российской Федерации город федерального значения,рубль,значение показателя за год,2018,68915.0
Город Москва столица Российской Федерации город федерального значения,рубль,I квартал,2019-Q1,64277.0
Город Москва столица Российской Федерации город федерального значения,рубль,II квартал,2019-Q2,75099.0
Город Москва столица Российской Федерации город федерального значения,рубль,III квартал,2019-Q3,74132.0
Город Москва столица Российской Федерации город федерального значения,рубль,IV квартал,2019-Q4,85773.0
Город Москва столица Российской Федерации город федерального значения,рубль,значение показателя за год,2019,74475.0
Город Москва столица Российской Федерации город федерального значения,рубль,I квартал,2020-Q1,65357.0
Город Москва столица Российской Федерации город федерального значения,рубль,II квартал,2020-Q2,69773.0
