label_0,label_1,label_2,period_label,period,value
Камчатский край,процент,значение показателя за год,,2018,135.1
Камчатский край,процент,значение показателя за год,,2019,138.4
Камчатский край,процент,значение показателя за год,,2020,97.8
Камчатский край,процент,значение показателя за год,,2021,120.1
Приморский край,процент,значение показателя за год,,2017,115.1
Приморский край,процент,значение показателя за год,,2018,119.9
Приморский край,процент,значение показателя за год,,2019,143.7
Приморский край,процент,значение показателя за год,,2020,68.4
Приморский край,процент,значение показателя за год,,2021,110.2
Хабаровский край,процент,значение показателя за год,,2017,116.1
Хабаровский край,процент,значение показателя за год,,2018,118.4
Хабаровский край,процент,значение показателя за год,,2019,128.2
Хабаровский край,процент,значение показателя за год,,2020,85.8
Хабаровский край,процент,значение показателя за год,,2021,101.1
Амурская область,процент,значение показателя за год,,2017,109.4
Амурская область,процент,значение показателя за год,,2018,105.9
Амурская область,процент,значение показателя за год,,2019,111.1
Амурская область,процент,значение показателя за год,,2020,78.6
Амурская область,процент,значение показателя за год,,2021,91.9
Магаданская область,процент,значение показателя за год,,2017,98.5
Магаданская область,процент,значение показателя за год,,2018,89.0
Магаданская область,процент,значение показателя за год,,2019,104.9
Магаданская область,процент,значение показателя за год,,2020,93.7
Магаданская область,процент,значение показателя за год,,2021,130.3
Сахалинская область,процент,значение показателя за год,,2017,127.8
Сахалинская область,процент,значение показателя за год,,2018,106.5
Сахалинская область,процент,значение показателя за год,,2019,121.3
Сахалинская область,процент,значение показателя за год,,2020,95.3
Сахалинская область,процент,значение показателя за год,,2021,103.5
Еврейская автономная область,процент,значение показателя за год,,2017,115.2
Еврейская автономная область,процент,значение показателя за год,,2018,158.2
Еврейская автономная область,процент,значение показателя за год,,2019,147.0
Еврейская автономная область,процент,значение показателя за год,,2020,102.4
Еврейская автономная область,процент,значение показателя за год,,2021,139.8
Чукотский автономный округ,процент,значение показателя за год,,2017,65.9
Чукотский автономный округ,процент,значение показателя за год,,2018,54.3
Чукотский автономный округ,процент,значение показателя за год,,2019,102.4
Чукотский автономный округ,процент,значение показателя за год,,2020,57.8
Чукотский автономный округ,процент,значение показателя за год,,2021,114.9
