label_0,label_1,label_2,period_label,period,value
Республика Башкортостан,процент,значение показателя за год,,2013,5.8
Республика Башкортостан,процент,значение показателя за год,,2014,5.3
Республика Башкортостан,процент,значение показателя за год,,2015,6.1
Республика Башкортостан,процент,значение показателя за год,,2016,5.8
Республика Башкортостан,процент,значение показателя за год,,2017,5.6
Республика Башкортостан,процент,значение показателя за год,,2018,4.9
Республика Марий Эл,процент,значение показателя за год,,2010,10.5
Республика Марий Эл,процент,значение показателя за год,,2011,10.1
Республика Марий Эл,процент,значение показателя за год,,2012,6.5
Республика Марий Эл,процент,значение показателя за год,,2013,5.2
Республика Марий Эл,процент,значение показателя за год,,2014,4.8
Республика Марий Эл,процент,значение показателя за год,,2015,5.3
Республика Марий Эл,процент,значение показателя за год,,2016,6.0
Республика Марий Эл,процент,значение показателя за год,,2017,6.1
Республика Марий Эл,процент,значение показателя за год,,2018,5.0
Республика Мордовия,процент,значение показателя за год,,2010,5.4
Республика Мордовия,процент,значение показателя за год,,2011,5.2
Республика Мордовия,процент,значение показателя за год,,2012,4.9
Республика Мордовия,процент,значение показателя за год,,2013,4.4
Республика Мордовия,процент,значение показателя за год,,2014,4.2
Республика Мордовия,процент,значение показателя за год,,2015,4.2
Республика Мордовия,процент,значение показателя за год,,2016,4.2
Республика Мордовия,процент,значение показателя за год,,2017,4.2
Республика Мордовия,процент,значение показателя за год,,2018,4.2
Республика Татарстан (Татарстан),процент,значение показателя за год,,2010,6.2
Республика Татарстан (Татарстан),процент,значение показателя за год,,2011,4.7
Республика Татарстан (Татарстан),процент,значение показателя за год,,2012,4.1
Республика Татарстан (Татарстан),процент,значение показателя за год,,2013,4.0
Республика Татарстан (Татарстан),процент,значение показателя за год,,2014,3.9
Республика Татарстан (Татарстан),процент,значение показателя за год,,2015,4.0
Республика Татарстан (Татарстан),процент,значение показателя за год,,2016,3.8
Республика Татарстан (Татарстан),процент,значение показателя за год,,2017,3.5
Республика Татарстан (Татарстан),процент,значение показателя за год,,2018,3.3
Удмуртская Республика,процент,значение показателя за год,,2010,9.3
Удмуртская Республика,процент,значение показателя за год,,2011,6.9
